Title,Location,Company,Description
Software Developer,"Carlsbad, CA","Centauri
4.7","Thank you for your interest in joining the Centauri team. Together, we can leverage the next generation of advanced technologies to deliver industry-leading capabilities across land, air, sea, space, and cyberspace. Our goal is to deliver innovative solutions using an agile, mission-first approach to address the most difficult technical challenges facing our customers. The only way that we can tackle these challenges is by recruiting the brightest minds in the industry to join our team.</p>
Description
Centauri Software Engineers develop breakthrough products and innovative software applications for government and commercial customers. As a software engineer you work individually or on a small team. Projects last approximately one year in duration so there is frequent opportunity to move to between new projects and teams. We are looking for engineers who are versatile, have demonstrated an outstanding level of academic achievement, enjoy working in a fast based environment, like to consistently tackle new problems and exceed customers’ expectations.

Responsibilities:
Work with team lead to define software requirements
Design, develop, system software for our customers
Explore new areas or program in new languages to deliver a complete product
Support on-site meetings and deliveries to customers
Minimum Qualifications:
Hands-on Experience with PeopleSoft HCM required
Experience with Web Services and Java Script (ReactJS)
Minimum of 4 years software development, object-Oriented design and programming, including design, coding, and testing experience
Schoolwork in Computer Science, Engineering, or related discipline (Bachelor's degree or Master's degree preferred)
Strong communication and interpersonal skills
Ability to work independently as well as part of a team to achieve customer and company goals
Preferred Qualifications:
Hands-on Experience with Java
C/C++, .NET languages (C#, Python)
Knowledge of postgres
AWS, Security + certification
Security Requirements: Must meet eligibility requirements for a security clearance.
Centauri is an Equal Opportunity / Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, protected veteran status or any other factor protected by law.

Are you a returning applicant?
Previous Applicants:


Email:


Password:
If you do not remember your password click here.
Back to Search Results

New Search

</p>"
Software Developer,"Logan, UT","Conservice
3.5","Job Duties:
Develop and maintain existing software related to accounting and expense tracking by using Microsoft Technologies including C#, .NET, and SQL and the specific development environment based on application framework.
Develop software with Microsoft Visual Studio 2012 or Visual Studio 2013 for new solutions stemming from success growth and automation.
Design, develop, and troubleshoot database logic depending on specific application and database version, including Microsoft SQL Server Management Studio 2008, 2012, or 2014.
Use Google Apps Enterprise suite including Email, Docs, Sites, Hangouts, Analytics, and Sheets.
Develop enhancements, with documentation, for existing software to help reduce manual errors using C#, .NET, WPF, and SQL.
Develop enhancements, with documentation, for existing software related to the visualization of data errors using C#, .NET, WPF, and SQL.
Develop enhancements, with documentation, for existing software related to distribution of expense material using C#, .NET, WPF, and SQL.
Develop and maintain existing software, with documentation, used to deliver data to and from different systems using standard, well-formed XML.
Trouble shoot problems and projects to create solutions due to a growing and changing environment.
Perform standard office communication using Microsoft Office.
Degree Requirement: Bachelor’s Degree in Management Information Systems, Software Development, or closely related IT Field.
Experience Required: 2 years as a Software Developer. Employer will accept a Master’s Degree in Management Information Systems, Software Development, or closely related IT degree in place of 2 years of experience.
Demonstrable knowledge of and prior experience in:
Trouble shooting existing and creating new software;
Microsoft Visual Studio 2012 or 2013;
Google Apps Enterprise, including Email, Docs, Sites, Hangouts, Analytics, and Sheets;
C#, .NET, SQL, WPF, XML;
Microsoft SQL Server Management Studio 2008, 2012, or 2014;
Developing enhancements with documentation;
Microsoft Office."
Software Developer,"Lawrenceville, NJ","Billtrust
4.1","What you'll do


As a Developer, you will design, implement and support artificial intelligence components for our product platforms. As part of an Agile team, you will analyze/clean data sources, perform feature engineering and create scalable machine learning models. You will interface with internal teams, such as Product, Quality, MRO and DevOps, to help bring enhance and extend our current machine learning capabilities. You will also have the opportunity to help evolve our machine learning expertise, processes and machine learning products.
Design machine learning systems
Research and implement appropriate ML algorithms and tools
Run machine learning tests and experiments
Train and retrain systems when necessary
Extend existing ML libraries and frameworks
Ensure that machine learning components are testable and maintainable on our platform
Be actively involved in ensuring we ship quality, performant products
Keep abreast of developments in the field
Share your knowledge and experience with the team
Peer review other team members’ work
What you'll bring to the team
An attitude where no technical challenge is too great
Outstanding analytical and problem-solving skills
Deep knowledge of math, probability, statistics and algorithms
Excellent communication skills
Ability to work in a team in a fast-paced, product-centric environment
Proven success in designing, coding and implementing scalable machine learning software
Ability to write robust, high quality code in Python and R
Familiarity with machine learning frameworks (like Keras or PyTorch) and libraries (like scikit-learn)
Understanding of Agile techniques
Well-honed skills in source control management using Git or similar
Experience with AWS, Azure or a similar cloud platform nice-to-have
BSc in Computer Science, Mathematics or similar field; Master’s degree is a plus
What you'll get
Competitive salary, stock options and 401(k) with company match: We appreciate our employees and we make sure they know it.
Benefits: We offer each individual employee a healthcare package that is 100% paid for by Billtrust.
Open PTO: Work-life balance is important. We believe in giving our employees time to truly relax and recharge.
A Lively Culture: Ping-pong, bean bag toss, hackathons - We enjoy friendly competition.
Casual Dress: Every day is “Casual Friday’, we want you to be comfortable when you come to work.
Minimal Bureaucracy: An entrepreneurial environment of ownership and accountability allows you to get work done.
Who we are


Learn about our engineering culture here.

Billtrust is the best-in-class provider of Payment Cycle Management and accounts receivable solutions, helping businesses accelerate Invoice-to-Cash. We provide a flexible, automated, cloud-based product portfolio that meets diverse buyer requirements and speeds cash application through tailored invoice delivery, secure multi-channel payment enablement, and intelligent matching and payment posting. Our platforms process $30B+ annually and help companies like Kraft Foods, New Balance Athletics and Ferguson Enterprises get paid faster and more efficiently. For the past 18 years, we have achieved remarkable success with year-over-year growth and we attribute that growth to our people and culture - We encourage employees to have autonomy, think creatively, share ideas – even with our CEO – and to challenge the status quo every day without a lot of red tape."
Software Engineer,"Moline, IL","John Deere
4.2","There are 7 billion people on this planet. And by 2050, there will be 2 billion more... many moving into urban centers at an unprecedented rate. Making sure there is enough food, fiber and infrastructure for our rapidly growing world is what we’re all about at John Deere. And it’s why we’re investing in our people and our technology like never before in our 175-year history. Here the world’s brightest minds are tackling the world’s biggest challenges. If you believe one person can make the world a better place, we’ll put you to work. RIGHT NOW.

Primary Location: United States (US) - Illinois (US-IL) - Moline
Function: Information Technology
Title: Software Engineer - 62321

Your Responsibilities

As a Software Engineer for John Deere located in Moline, Illinois, you will work on a product team and supports product design by planning its work, coordinating with others, and writing and testing code to deliver functionality for the complete product or products it supports. In addition, you will:
Design complex/significant parts of a system/sub-system or works on a complete product of a broad scope and solves well-defined problems with little guidance
Act as a work lead, providing technical coaching to other engineers and support personnel; Recognized as an expert user of critical technology
Develop new software functionality for product development
Develop, code, configure, and test programs and systems
Evaluate and implement enhancement design solutions to improve cost, quality, and performance of software applications
Collaborate with other relevant stakeholders and team members to ensure that features meet business needs
Follow industry-standard agile software design methodology for development and documentation
Mentor junior software engineers on the team
Visa sponsorship is available for this position.

Proven Technical Skills and Experiences
Experience analyzing, translating, and defining business requirements into technical solutions
Experience applying engineering principles and concepts for designs
Effective verbal and written communication forms with emphasis on persuasive communication, tact and negotiation
4 or more years of experience in programming/software development
4 or more years of software development processes experience
Interpersonal, Leadership and Teaming Competencies
4 or more years of experience working in an Agile Environment
Experience managing many competing priorities/requests in a fast-paced environment
Experience with Products/Applications associated with Manufacturing Engineering
Education (or equivalent work experience)
Bachelor's degree in Engineering, Technology, IT, or equivalent discipline
What You'll Get

At John Deere, you are empowered to create a career that will take you to where you want to go. Here, you'll enjoy the freedom to explore new projects, the support to think outside the box and the advanced tools and technology that foster innovation and achievement. We offer comprehensive relocation and reward packages to help you get started on your new career path. Click here to find out more about our Total Rewards Package.

The information contained herein is not intended to be an exhaustive list of all responsibilities and qualifications required of individuals performing the job. The qualifications detailed in this job description are not considered the minimum requirements necessary to perform the job, but rather as guidelines.

John Deere is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to, among other things, race, religion, color, national origin, sex, age, sexual orientation, gender identity or expression, status as a protected veteran, or status as a qualified individual with disability."
Software Engineer,"Washington, DC","Aerial Applications
4.3","About Aerial Applications
Aerial Applications is a software company that uses drones and artificial intelligence to create maps that provide real-time situational intelligence to first responders. Our goal is to create the software backbone for fully autonomous mobile systems operating as machine constituents in the future of work.
If you love the idea of working in an emerging field with cutting edge technology and solving massive problems, this is a great company for you.
About the position
Aerial Applications is seeking full time software engineers. Our projects are highly dynamic, and we expect all engineers to be adaptive problem solvers, capable of working cross functionally throughout the stack. You will get to develop entirely new projects as well as build on top of our existing stack.
Above all else, you should be coachable, willing to learn, and constantly seeking to grow your skills. You should be familiar with popular libraries like Angular, Express, Node, and Azure services. You should have a general sense of computer vision problems and be able to work with machine learning visual recognition use cases. You should be comfortable working with source control tools (Gitlab), documenting your work, and performing QA.
We are a rapidly growing company. There will be plenty of opportunities for career development as you grow with us.
Personality sought
You take pride in your craft, knowing that your professional work reflects your inner discipline and commitment to excellence.
You are able to work in a team environment. You don’t have a problem going heads down to complete your tasks, but you also know when to ask for help with a difficult problem.

Required
Undergraduate degree in computer science, or equivalent
US Citizenship.

Preferred
Master’s degree in CS
You have a demonstrated track record of excellence in a professional and academic capacity. You have worked with GIS or mapping applications in the past.
Bonus
You have 3+ years of working in software engineering, and can demonstrate best practices for project management, quality control, and product development.
You can easily work cross functionally through front end, back end, and AI based projects.
Compensation
Salary commensurate with experience.
Bonus for attaining company goals.
Benefits include health insurance, paid parking, weekly office lunch
About our Hiring Process
After submitting a resume, example of past work, and cover letter, applicants will be sent a standardized aptitude test from Caliper Corp. From there, successful applicants will be interviewed via phone, and then invited to an in-person interview. There is also a technical aptitude test. Our selection committee will then extend an offer to the most qualified applicant.
Aerial Applications accepts less than 1% of all applicants."
Software Developer,"Cambridge, MA","Clinical Research IO
3.9","Clinical Research IO (CRIO) is a fast-moving start-up company in Kendall Square working to transform the clinical research industry with the latest in cloud and tablet technology. We’re looking for a savvy, detail-oriented software developer to help us build our next generation product.
Even in an age of smart-phones, most clinical research today is hand-written on paper and stored in clunky binders. Our system allows doctors and study coordinators to enter that same information into an interactive, easy-to-use tablet and cloud platform. We accelerate clinical research and make it more efficient - life-saving drugs and medical devices can be analyzed, FDA approved and reach those who need it faster.
As a software developer, you will be responsible for developing core features of our product using Java, MySql, HTML5, JQuery, Android, IOS/Swift and other cutting technologies. You'll be working hard for sure, but you'll also learn a tremendous amount and get to experience the joys and challenges of working in a fast-paced and highly entrepreneurial internet company.
If you consider yourself in the top %1, then please send your resume and why you think you would be a good a fit.
Learn more about our company at www.clinicalresearch.io.

To apply for this position, please send a cover page and resume to: jobs@clinicalresearch.io"
Software Engineer,"Phoenix, AZ","Integrate
4.2","Integrate is a rapidly growing, venture-backed enterprise SaaS business that helps B2B marketers grow revenue and reduce costs. We unify demand marketing channels into a single, powerful platform that help organizations achieve quantifiable business outcomes.
We have a top-tier client list that includes Dell, Cisco, Salesforce, VMWare, Rackspace, Microsoft and more. Our name defines our purpose. We believe in a better and more efficient world for B2B marketers.
Quick Hits:
- 9+ Years Old
- 250+ Employees
- $80M in Funding
- Enterprise Marketing Technology
At Integrate, we are a technology company that leads with a technology-first mentality. We use cutting edge tools and take pride in staying ahead of the curve. It is extremely important to us that our engineering teams not only feel that they are doing what they are passionate about, but they are expanding skill sets as well.

Our Stack:

Languages: C#, .Net Core, Golang, AngularJS
Tools: React.JS, Visual Studio, PyCharm, Git (GitHub), JIRA/Confluence
Technologies: MongoDB, Redis, RabbitMQ, gRPC, Protobuf
Concepts: RPC, REST, AMQP, Concurrent Design, AWS, SCRUM, Agile
Environment: Linux/Docker (CENTOS)
With our exciting growth, we are looking for a “quality- centric” software engineer who can not only develop cutting edge enterprise technology but has the ability to own the quality and test automation of their work as well.
What You'll Do:
Work closely with our product team to translate raw business requirements into rock solid technical solutions.
Create high-speed, cloud-based web applications.
Test code and services at the user level with automated tools and scripts.
Work with Product, Design and Customer Support teams to understand customer usage and develop test plans and suites that approximate real-world environments.
Research and recommend technologies that address technical and business requirements.
Provide technical leadership and guidance to the team.
Participate in all areas of the SCRUM process.
Own projects from inception to production and provide clear communication to product and business teams.

What You Offer:
3+ years product development within SaaS.
3+ years of experience with content delivery and web tracking in a production context.
Expertise with concurrent design in a distributed environment.
Full stack development (not necessary but preferred).
Logic, reason and an unyielding ability to push for the best experience for the customer.
Ability to analyze epics/stories, raise questions, seek resolution and clarification required for test case identification.
Experience performing testing on applications that use AngularJS UI, API’s and No SQL database (MongoDB) or something similar (not required).
Experience automating in Visual Studio Code or similar IDE, coding in TypeScript or JavaScript.
Strong knowledge of Jira. Experience with Zephyr, or similar test management tools.
Passion for automation framework.
Integrate In The News:

Integrate Named Top Tech Startup in Phoenix
Integrate Acquires Akkroo
Integrate Acquires ListenLoop
Why Four MarTech CEO's Bet Big on Integrate"
Full-stack Software Developer,"Salt Lake City, UT","Mavenlink
4.6","Mavenlink is looking for talented software developers to join our Salt Lake office. We have a great team in Salt Lake, and you'll be joining in the early days, with a chance to influence the culture. You'll step into a supportive environment praised by our engineers for its focus on continuous learning.

Here’s how our engineering culture will support your career growth:


Pair Programming
“We work twice as fast and produce better code because, with two minds working together, you find solutions you wouldn’t have seen if you were working by yourself.”
Amanda Holl, Software Engineer
Continuous Learning
“I don’t just want to learn so I can be the best, I want to learn so I can teach the people sitting next to me—so we can all grow.”
– Adam Ellsworth, Software Engineer

Coaching and Mentorships
""Every engineer here has a 'coach' - an active, practicing engineer providing mentorship and support to help their 'coachees' grow their careers.""
– Andy Leavitt, Director of Engineering

Open Communication
“We teach team members how to give and receive feedback. I feel like the things I say are heard and acted on, and I have an opportunity to act on them myself.”
– Paulette Luftig, Software Engineer

Full-stack development
“We have open architecture meetings that everyone is invited to, which we can do because everyone is full stack, and we all know how the pieces fit together. There are very few blind spots this way.”
–Maggie Sheldon, Senior Director of Product

As our product and customer base grow, we’re seeing interesting technical challenges. We’ve recently finished:
Moving from Sprockets to Webpack/Yarn
Real-time streaming of all database events to time-sensitive application systems
Automated containerized staging deployment of every green developer build
Upcoming challenges include:
Developing a rich & sophisticated React component architecture
Evolution from a single Rails app to cohesive, decoupled services
Auto-scaled, self-healing production Kubernetes
Joining Mavenlink, we’ll guide you toward the challenges that interest you.

Skills & Requirements
Though we will eventually re-open our recruiting to early-career candidates, at this time we're only considering candidates with 2+ years of experience.

Experience in our stack is not a requirement.

We value empathy, communication, and care for our colleagues."
Software Engineer,"Farmington Hills, MI","X by 2
4.7","X by 2 is a team of software architecture specialists, bilingual in business and technology, who set the standard for architecture excellence in the insurance and healthcare industries. Careers with X by 2 offer rapid growth, constant learning, and the immediate chance to make an impact. From day one at X by 2, you'll be working side-by-side with our senior architects, contributing to high-impact projects and meeting with our clients face-to-face. It’s a true meritocracy – fueled by a diversity of backgrounds, cultures, and experiences.
Summary
Get involved in all phases of a project from discovery and planning through implementation and delivery
Participate in architecture definition, product selection, and application design
Design and develop core business applications for insurance, healthcare and other industries
Wear many hats and gain experience with tools, technologies and platforms across many technology stacks
Work closely with Senior Developers and Architects
Learn new things, and grow rapidly from constant exposure to innovative ideas, concepts, and patterns

Qualifications
Design, and develop business applications and integration solutions using Java/J2EE, .NET, and Javascript
Degree in Computer Science (or equivalent) is preferred
Knowledge of design patterns and the ability to apply them
Strong problem solving skills
Ability to conceptualize and articulate ideas clearly and concisely
Excellent communication and interpersonal skills
Willingness to travel on an occasional basis, as local and possibly out-of-state travel is required
At this time we do NOT sponsor H1B or provide H1B transfers

Benefits and Perks
Health, Vision, Dental, Life, Disability
401(k) with employer match
Annual reviews, raises, and promotions
Programs: Professional Development, Health and Wellness, Professional Dress Allowance
Discretionary Points and Travel Points redeemable for cash or additional time off
Company sponsored social events for employees and families
Work-Life Balance: flexible hours, vacation days, sick days, personal days, holidays

Work Environment and Culture
Be surrounded by smart talented people with shared values of continually challenging, investing in, and stretching themselves to new levels
Collaborate with seasoned architects to solve problems and to challenge assumptions
Work in small teams with opportunities for rapid growth and accelerated responsibilities driven purely by individual performance
Open environment, flat organization, flexibility, and no hierarchical structures
Everyone has a voice and is always encouraged to engage in shaping the company by sharing their interests, ideas, and feedback

Our Philosophies
Agile approach – emphasis on good people, continuous delivery of value, close collaboration with clients
Learning and reuse by leveraging patterns and frameworks
Deliver results by playing key leadership roles on capable teams focused on full life-cycle from discovery and planning through implementation and launch
No technology bias and no affiliations with vendors – we use the technologies and approaches that make sense for our clients
Constant learning – adding modern technologies, frameworks, tools and products to our tool belt"
Software Engineer,"Cambridge, MA","Cogo Labs
4.1","A big part of building successful companies is reaching the right audience. At Cogo Labs we build reliable, scalable, and customizable tool chains that allow our businesses to find and attract users who will become loyal customers. We are hiring a Software Engineer to contribute directly to critical growth initiatives and key systems that support our internal and external customers in our quest to build massive scale consumer internet companies. You'll work on cross-functional teams not only with different engineering disciplines, but from across the company to drive success under the direction of Project Owners, with mentors to guide you in your career development. Ownership and accountability are core to how we build successful teams and as a Software Engineer at Cogo you will enjoy a high degree of autonomy as we continue building some of Boston's fastest growing startups.

How we work:

Our core systems are written in Go, containerized using Docker, and managed using Kubernetes; we are obsessive about using Git to track not only our code, but also manage projects, prioritize user requests, and keep our work transparent across the company, all the way down to planning speakers for our various monthly meetings. We run our own state of the art compute and storage systems, managed by our Sysops team, and meshed with cloud services for maximum efficiency and flexibility. We favor Kafka for queuing solutions, high availability MySQL and ElasticSearch clusters for database needs, and Airflow for job and data pipeline orchestration. On the cloud side we make extensive use of Redshift, S3, Presto, and EMR services.

We are big believers in sharing knowledge & expertise internally, with code reviews as standard practice and monthly engineering-focused meetings where we share learnings and best practices. Tech conferences such as DockerCon and GopherCon help us make sure we're leveraging the best the community has to offer, and our engineering teams love sharing and applying new developments that can accelerate growth.

On your first day you should expect to:
Be up and running on GitHub, TravisCI, Codecov, Sentry, and Docker
Start looking at an existing code base and sketching out a plan of attack for your project
Begin learn about how our business works to add context to your day to day work
Going forward, expect to:
Add new features to tools and services that support businesses under incubation
Streamline existing processes that are painful or time consuming
Upgrade existing systems to take advantage of new technologies
Support analysts who use your tools in production workflows
Build monitoring infrastructure that makes sure systems and campaigns are running smoothly
Maintain and improve existing libraries, APIs, and services that analyst teams and incubating companies depend on daily to grow their businesses
Things that would help you succeed in this role:
BA/BS in Computer Science required
Fluency with at least two programming languages
Familiarity with SQL and database design
Working knowledge of HTML, Javascript and CSS.
Experience working with macOS or Linux development tools
A desire to work with and solve problems related to the warehousing of large data sets
Ability to thrive in an agile, team-oriented environment
About Cogo Labs:
We're a venture accelerator - we employ data-driven, analytical methodologies to build profitable large-scale consumer internet businesses
Our work is challenging and dynamic; our environment is fun and supportive
Our company is profitable and established - ""startup culture"" without ""startup anxiety""
We offer competitive salaries and benefits, along with substantive participation in the success of the companies we incubate
The Cogo team is an interesting and diverse group with passions and hobbies outside of work - we are musicians, athletes, filmmakers, gamers, authors, beer brewers, and whatever you are!"
Software Developer,"Valparaiso, IN","Computer Services
3.9","Software Developer Opportunity with CSI

Launch your career with a dynamic and innovative company! Computer Services, Inc. (CSI) is a leader in the banking industry, offering end-to-end technology solutions to financial institutions nationwide. And we are growing! With excellent benefits and a superb work environment, CSI’s Document Services is looking for a Software Engineer in its Oklahoma City, OK, Amarillo, TX, Lexington, KY, or Paducah, KY office locations.

CSI’s Document Services is a leading provider of print and mail, online document delivery, and item processing solutions for financial institutions and governments across the United States. This group processes, prints, and mails financial statements and notices; archives statements, notices, and other types of documents for online delivery and research; and facilitates the clearing of checks between financial institutions.

Job Summary:

Software developers are responsible for the development, maintenance and enhancement of the software products of CSI’s Document Services.

Responsibilities include:
Coding, maintaining and testing software code within Microsoft .net framework. Language used will be primarily C#.Net
Customer support in regard to issues concerning document imaging software
Participate in the full product development life cycle of new enhancements to CSI’s current mix of products
Knowledge, Skills and Abilities:

·C# and general software development skills required

·Knowledge of Microsoft .Net framework required

·Familiar with SQL Server

·Knowledge of document imaging software is a plus

·Good written and oral communication skills

·Must have strong time-management and organizational skills

·Strong problem solving and analytical skills

Education and Experience:

·High school diploma or GED required

·College degree in related field preferred (computer science, CIS, MIS, etc.)

·Experience (or technical training) with programming, software development, software engineering preferred

·Experience building database applications

·Application design, development, deployment and service experience

·Experience in a similar technical field preferred

CSI Benefits:

CSI offers a comprehensive benefits package to our full-time employees! Medical, dental, vision and life insurance, as well as 401k, profit sharing, paid vacation, and much more are included in our mix of employee benefits. Please see our careers page atwww.csiweb.comfor details.

For more information on CSI, please visit our website atwww.csiweb.com. Thanks!"
Software Engineer,"Broomfield, CO","Alteryx
3.6","This is a rare opportunity to get in at the ground-floor of a re-platform of the core Alteryx product. We’re looking for a highly motivated engineer to help us build the next generation of the flagship Alteryx product, Alteryx Designer.

This tool serves a wide range of users from Data Scientists, deploying and managing predictive models and real-time decision APIs, to novice Excel users who want to become far more productive using simpler tools.

We need someone who can take features from start to finish. This might mean building a new UI interaction with TypeScript, solving new architectural problems, configuring pipelines for deployment or doing technical investigations in products written in other languages. In other words, you're an engineer who can quickly turn ideas into living, breathing, production-ready features. The core engineering team is small, so there are opportunities to grow your skills in many areas of software engineering and delivery.

Required Skills:
React
Redux Thunks or Sagas
TypeScript (familiarity)
Node.js / Express.js
Material UI or equivalent component library
Docker
Relational database
Nice to Have’s:
Experience with building RESTful APIs
Open source contributions
Autonomous and self-driven engineer
Agile / Lean practices
Working with other engineering teams, product, and UI/UX
Rapid prototyping
Be the expert on industry UX / design best practices and have an understanding of design systems.
Unit and integration testing
Code reviews
Desire to learn (and apply) new skills
CP1"
Software Engineer,"Providence, RI","eMoney Advisor
3.4","At eMoney, we help people talk about money. We are changing the rules in the wealth management industry through the infusion of leading-edge technology and services.

For nearly two decades, our software engineers have worked tirelessly to develop products for financial professionals to transform the financial services industry as you know it today, to the dynamic and technology driven industry of tomorrow. This includes bringing fresh ideas and making sure that eMoney’s core values of collaboration, innovation, passion, integrity, and of course fun are never compromised.

eMoney is a technology company and its engineers are its core. We are looking for the best and brightest software enthusiasts with a variety of technical skills who are ready to solve problems and challenge conventional thinking. People that love design and our agile development methodology, who’s views help to expand the product vertical their team operates in will thrive in our environment.

If you have these qualifications…
3-5 years of experience in web application development.
Proficient understanding of Object-Oriented Concepts on any programming language including but not limited to C#, C++ or Java.
Proficient with ASP.NET MVC, C#, JavaScript, jQuery and SQL programming.
Experience with HTML5, CSS, Angular/React.
Experience with RESTful web APIs and Microservices is preferred.
Experience with JIRA, Confluence, GIT, Bitbucket, Octopus and Jenkins is preferred.
Experience with full-lifecycle development (i.e. design, coding, testing, debugging, etc.).
Experience working in a modern software development environment using practices such as continuous integration, continuous deployment, test driven development, pair programming.
Experience with Agile practices such as Scrum, Kanban, XP.
And if you can handle these responsibilities…
As a highly technical member of the team, actively seek to master our technology stack, tools, and practices. Able to build new features/products and refactor/enhance existing features/functionalities without the need for oversight.
Be an active team member, good listener and ask questions to seek clarity. Take the floor when you have information, experience, or perspective to share. Actively participate and contribute to technical discussions and code reviews.
Develop a deep understanding of the business context under which your team operates and present feature recommendations. Build empathy for the personas your team supports and recommend design changes.
We will offer you…
A great place to learn, grow, transform and lead.
A fun environment that encourages having a good time and loving what you do.
A robust benefits package that includes no-cost medical plan options
Tools for your self development and learning
Flexibility to work from home a few days per week
401k with a generous company match.
A wonderful opportunity."
Software Engineer,"Philadelphia, PA","Inspire
4.4","POSITION SUMMARY


To build the world's most consumer-focused clean energy platform and inspire a connected movement of people towards a brighter energy future. This is Inspire's mission statement. Our goal, to reverse the relentless rise of Co2 and the GHG that cause man-made climate change. We offer the first comprehensive platform for the energy efficient smart home. A subscription service for smart devices, clean energy technologies, and energy management, coupled with pro installation and on-bill financing.

Our Philadelphia office is looking for a Software Engineer to help us design and build high-quality software in our technology stack. You will learn our existing architecture, and quickly get immersed in ground-breaking problems at scale. You'll have a chance to contribute across our technology stack, work alongside great developers, rapidly ship features, and contribute ideas as part of a rapidly moving, product-driven organization.

THE SOFTWARE ENGINEER HAS SIX MAIN RESPONSIBILITIES
The role of this Software Engineer is to help us design and build high-quality software in our technology stack.
Work directly with the Product team on project planning and discovery
Develop a deep understanding of the business case driving the work
Work with the team to develop high quality technical solutions for the problem at hand
Write code
Take a technical leadership role on systems and small teams
EXPERIENCE
Must Have
3+ years experience developing software for production systems
Solid understanding of modern web technologies
Experience developing applications in AWS or similar infrastructure
Experience with a frontend framework like React or Vue
Experience building APIs
Experience in 1 or 2 of the following languages: Ruby, Python, Java, Javascript or Typescript
Nice to Have
Experience working with Rails
Experience with relational database and performance tuning
Experience with React Native
ABOUT US

Disrupting the one-size-fits-all utility model, Inspire's groundbreaking smart home subscription seamlessly combines personalized clean energy plans with best-in-class smart devices. Using the Inspire app, members can self drive their smart homes from anywhere, and select automated settings to use less energy while earning rewards. Inspire strives to make every home a smart home, powered by clean energy. Inspire's mission is to drive forward a brighter energy future by simplifying consumer adoption of clean energy and smart home technologies.

Through continual innovation and scaling of connected device interoperability; clean energy supply, generation and storage; and intelligent, decentralized grid services, Inspire is building the world's first fully-integrated clean energy company.

Launched in January 2014, Inspire homes have used the clean power production equivalent of 121 wind turbines since inception. Driven by a team of mission-driven Avengers in Philadelphia and Santa Monica,, Inspire prides itself on a culture of ownership, teamwork and stalwart obsession with ""crushing it!""

CULTURE & PERKS
Inspire's culture balances the serious nature and tone of a professional company with the move-fast-and-execute tone of a rapidly growing emerging tech company. We believe in working hard and producing, but doing it in a positive and friendly environment where collaboration is rampant. Inspire calls its employees Avengers. It's a team out to even the score on behalf of the common man, to challenge the status quo and confront apathy and old-world bureaucracy.
Every Avenger lives for the mission: To build the world's most customer-focused clean power platform and inspire a connected movement towards a brighter energy future. Avengers are scrappy, restless, humble and committed to balancing passion with purpose and profit.
Inspire offers competitive compensation and equity packages, plus benefits such as health, vision, life, and dental insurance - Not to mention, unlimited vacation, 401(k) plan, and LOTS of cupcakes!"
