Title,Location,Company,Description
Software Engineer,"Farmington Hills, MI","X by 2
4.7","X by 2 is a team of software architecture specialists, bilingual in business and technology, who set the standard for architecture excellence in the insurance and healthcare industries. Careers with X by 2 offer rapid growth, constant learning, and the immediate chance to make an impact. From day one at X by 2, you'll be working side-by-side with our senior architects, contributing to high-impact projects and meeting with our clients face-to-face. It’s a true meritocracy – fueled by a diversity of backgrounds, cultures, and experiences.
Summary
Get involved in all phases of a project from discovery and planning through implementation and delivery
Participate in architecture definition, product selection, and application design
Design and develop core business applications for insurance, healthcare and other industries
Wear many hats and gain experience with tools, technologies and platforms across many technology stacks
Work closely with Senior Developers and Architects
Learn new things, and grow rapidly from constant exposure to innovative ideas, concepts, and patterns

Qualifications
Design, and develop business applications and integration solutions using Java/J2EE, .NET, and Javascript
Degree in Computer Science (or equivalent) is preferred
Knowledge of design patterns and the ability to apply them
Strong problem solving skills
Ability to conceptualize and articulate ideas clearly and concisely
Excellent communication and interpersonal skills
Willingness to travel on an occasional basis, as local and possibly out-of-state travel is required
At this time we do NOT sponsor H1B or provide H1B transfers

Benefits and Perks
Health, Vision, Dental, Life, Disability
401(k) with employer match
Annual reviews, raises, and promotions
Programs: Professional Development, Health and Wellness, Professional Dress Allowance
Discretionary Points and Travel Points redeemable for cash or additional time off
Company sponsored social events for employees and families
Work-Life Balance: flexible hours, vacation days, sick days, personal days, holidays

Work Environment and Culture
Be surrounded by smart talented people with shared values of continually challenging, investing in, and stretching themselves to new levels
Collaborate with seasoned architects to solve problems and to challenge assumptions
Work in small teams with opportunities for rapid growth and accelerated responsibilities driven purely by individual performance
Open environment, flat organization, flexibility, and no hierarchical structures
Everyone has a voice and is always encouraged to engage in shaping the company by sharing their interests, ideas, and feedback

Our Philosophies
Agile approach – emphasis on good people, continuous delivery of value, close collaboration with clients
Learning and reuse by leveraging patterns and frameworks
Deliver results by playing key leadership roles on capable teams focused on full life-cycle from discovery and planning through implementation and launch
No technology bias and no affiliations with vendors – we use the technologies and approaches that make sense for our clients
Constant learning – adding modern technologies, frameworks, tools and products to our tool belt"
Software Engineer,"Washington, DC","Aerial Applications
4.3","About Aerial Applications
Aerial Applications is a software company that uses drones and artificial intelligence to create maps that provide real-time situational intelligence to first responders. Our goal is to create the software backbone for fully autonomous mobile systems operating as machine constituents in the future of work.
If you love the idea of working in an emerging field with cutting edge technology and solving massive problems, this is a great company for you.
About the position
Aerial Applications is seeking full time software engineers. Our projects are highly dynamic, and we expect all engineers to be adaptive problem solvers, capable of working cross functionally throughout the stack. You will get to develop entirely new projects as well as build on top of our existing stack.
Above all else, you should be coachable, willing to learn, and constantly seeking to grow your skills. You should be familiar with popular libraries like Angular, Express, Node, and Azure services. You should have a general sense of computer vision problems and be able to work with machine learning visual recognition use cases. You should be comfortable working with source control tools (Gitlab), documenting your work, and performing QA.
We are a rapidly growing company. There will be plenty of opportunities for career development as you grow with us.
Personality sought
You take pride in your craft, knowing that your professional work reflects your inner discipline and commitment to excellence.
You are able to work in a team environment. You don’t have a problem going heads down to complete your tasks, but you also know when to ask for help with a difficult problem.

Required
Undergraduate degree in computer science, or equivalent
US Citizenship.

Preferred
Master’s degree in CS
You have a demonstrated track record of excellence in a professional and academic capacity. You have worked with GIS or mapping applications in the past.
Bonus
You have 3+ years of working in software engineering, and can demonstrate best practices for project management, quality control, and product development.
You can easily work cross functionally through front end, back end, and AI based projects.
Compensation
Salary commensurate with experience.
Bonus for attaining company goals.
Benefits include health insurance, paid parking, weekly office lunch
About our Hiring Process
After submitting a resume, example of past work, and cover letter, applicants will be sent a standardized aptitude test from Caliper Corp. From there, successful applicants will be interviewed via phone, and then invited to an in-person interview. There is also a technical aptitude test. Our selection committee will then extend an offer to the most qualified applicant.
Aerial Applications accepts less than 1% of all applicants."
Software Engineer Intern,"Austin, TX","SailPoint Technologies
4.7","SailPoint is seeking talented University students to fill positions within our SaaS/Cloud Engineering organization.

If you are eager to be part of an engineering team passionate about frequently delivering customer value and celebrating these victories together, then consider joining us.

As a Software Engineer Intern, you will work with tenured engineers to develop enhancements to the IdentityNow and Identity AI product/tools and participate within the full development process.

You will encounter a variety of technical challenges that will refine your problem solving skills and work with a wide range of established and emerging technologies.

In our small, Agile engineering teams, you will often collaborate with cross functional team members to shape the future of our products. This opportunity offers excellent exposure to industry best-practices in a fast-paced, highly successful company with a great place to work culture and fun atmosphere.

Responsibilities:
Work under the guidance of tenured engineers to develop enhancements to IdentityNow and IdentityAI products, tools and tests
Participate within the full development process including design, implementation, test, documentation, review and deployment
Implement software and procedures that provide value to the SailPoint team and our customers
Work with software and quality assurance engineers, technical writers and product managers to help deliver elegant software solutions
Learn about Agile, Angular, AWS, Chef, CSS, Docker, Groovy, HTML, Java, Javascript, Maven, REST, Ruby, Selenium, Scrum, SQL, Tomcat, XML, and others!
Requirements:
Working knowledge of Java, Javascript, UNIX, HTTP
Good understanding of computer science fundamentals, data structures and algorithms
Good problem solving skills
An interest and aptitude for delivering sophisticated and robust product, tool and test solutions
Education:

Recently obtained or upper division student working towards a minimum Bachelor’s degree in CS/EE/MIS or related field

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or veteran status."
Postdoctoral Associate (Software Development),"Athens, GA","The University of Georgia
4.2","The computational plant science lab (http://www.computational-plant-science.org/) searches for an energetic and creative computational plant scientist.

The applicant will lead the development of the next generation phenotyping platform PLANT IT (http://portnoy.cyverse.org/) as part of an international team within the arpa-e Deeper project (https://arpa-e.energy.gov/?q=arpa-e-programs/roots , https://twitter.com/deeper_project). Scientifically, the project aims to reduce the atmospheric CO2 content through the development of deeper plant roots. The applicant will work on improving the new web-frontend, the workflow management of job submissions and the deployment onto the Cyverse cyber-infrastructure to enable high-throughput computation for plant researchers world-wide. The position will offer excellent trainings opportunities at the interface of plant biology and computer science as well as networking and collaboration opportunities to establish their own research line.

Required skills for this position are:
(1) programming experience in python
(2) experience in using Linux/Apache environments and container technologies (e.g. Docker/Singularity),
(3) interest in open source development including community building,
(4) background in computer science, computer engineering, computational biology, information technology, other relevant background or demonstrated hands-on experience.
(5) excellent communication skills to work in collaboration with plant biologists, algorithm developer and an open community of users and contributors.

Desired skills and experience that give the candidate an advantage include:
(1) experience with high-performance computing systems,
(2) practical knowledge of workflow managers,
(3) web-frontend development and
(4) previous experience with plant phenotyping.

The position can start immediately but a later start is negotiable. We provide competitive salary, benefits, and travel budget. Screening of applicants will begin immediately and applications will be considered until position is filled. Submit your application to Alexander Bucksch (bucksch@uga.edu), with a curriculum vitae (CV), a statement of how your research interests are related to the interests of the lab, and contact information for three references.

About the employer

More information on the group’s research can be found at www.computational-plant-science.org. The University of Georgia is located in Athens, GA – a vibrant community full of music, arts and history (https://www.visitathensga.com/) as well as close to the Smoky Mountains and Atlanta.

The University of Georgia is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability, or protected veteran status."
Software Engineer,"Philadelphia, PA","Inspire
4.4","POSITION SUMMARY


To build the world's most consumer-focused clean energy platform and inspire a connected movement of people towards a brighter energy future. This is Inspire's mission statement. Our goal, to reverse the relentless rise of Co2 and the GHG that cause man-made climate change. We offer the first comprehensive platform for the energy efficient smart home. A subscription service for smart devices, clean energy technologies, and energy management, coupled with pro installation and on-bill financing.

Our Philadelphia office is looking for a Software Engineer to help us design and build high-quality software in our technology stack. You will learn our existing architecture, and quickly get immersed in ground-breaking problems at scale. You'll have a chance to contribute across our technology stack, work alongside great developers, rapidly ship features, and contribute ideas as part of a rapidly moving, product-driven organization.

THE SOFTWARE ENGINEER HAS SIX MAIN RESPONSIBILITIES
The role of this Software Engineer is to help us design and build high-quality software in our technology stack.
Work directly with the Product team on project planning and discovery
Develop a deep understanding of the business case driving the work
Work with the team to develop high quality technical solutions for the problem at hand
Write code
Take a technical leadership role on systems and small teams
EXPERIENCE
Must Have
3+ years experience developing software for production systems
Solid understanding of modern web technologies
Experience developing applications in AWS or similar infrastructure
Experience with a frontend framework like React or Vue
Experience building APIs
Experience in 1 or 2 of the following languages: Ruby, Python, Java, Javascript or Typescript
Nice to Have
Experience working with Rails
Experience with relational database and performance tuning
Experience with React Native
ABOUT US

Disrupting the one-size-fits-all utility model, Inspire's groundbreaking smart home subscription seamlessly combines personalized clean energy plans with best-in-class smart devices. Using the Inspire app, members can self drive their smart homes from anywhere, and select automated settings to use less energy while earning rewards. Inspire strives to make every home a smart home, powered by clean energy. Inspire's mission is to drive forward a brighter energy future by simplifying consumer adoption of clean energy and smart home technologies.

Through continual innovation and scaling of connected device interoperability; clean energy supply, generation and storage; and intelligent, decentralized grid services, Inspire is building the world's first fully-integrated clean energy company.

Launched in January 2014, Inspire homes have used the clean power production equivalent of 121 wind turbines since inception. Driven by a team of mission-driven Avengers in Philadelphia and Santa Monica,, Inspire prides itself on a culture of ownership, teamwork and stalwart obsession with ""crushing it!""

CULTURE & PERKS
Inspire's culture balances the serious nature and tone of a professional company with the move-fast-and-execute tone of a rapidly growing emerging tech company. We believe in working hard and producing, but doing it in a positive and friendly environment where collaboration is rampant. Inspire calls its employees Avengers. It's a team out to even the score on behalf of the common man, to challenge the status quo and confront apathy and old-world bureaucracy.
Every Avenger lives for the mission: To build the world's most customer-focused clean power platform and inspire a connected movement towards a brighter energy future. Avengers are scrappy, restless, humble and committed to balancing passion with purpose and profit.
Inspire offers competitive compensation and equity packages, plus benefits such as health, vision, life, and dental insurance - Not to mention, unlimited vacation, 401(k) plan, and LOTS of cupcakes!"
Software Engineer,"Fort Collins, CO","HP Inc.
4.0","Our company vision is to create technology that makes life better for everyone, everywhere. HP Inc. was reborn in 2015 as a worldwide leader in personal systems and printing, with a legacy of innovation and the heart of a start-up. We are agents of change in the industry with innovative PC designs, 3D printing, Augmented Reality, Security features, and others. The HP DaaS initiative is an ambitious project that uses software to revolutionize our billion-dollar Personal System business, introducing a disruptive as-a-service model for device ownership that leverages data analysis and machine learning to enable businesses to manage their devices more intelligently and efficiently. From this highly successful product line, we are reusing the technological building blocks into accelerating various other products.

We are in search for an engineer who is passionate and motivated to build on the most cutting-edge technologies of the cloud. The person must be able to understand software engineering fundamentals and keep up with discussions with the technical team. We need someone who enjoys working with highly talented individuals that are eager to learn, grow, and make their contributions. Excellent written, spoken and interpersonal skills are fundamental to work with our distributed teams, and the ability to communicate concisely and clearly is valued. We are looking for an energetic and committed person, a motivator who leads by example and works together with the team to achieve common goals.

This position will be part of the HP DaaS (Device as a Service engineering team). Here we are collecting data from millions of devices and using AI to provide breathtaking insights. We are a passionate band of software engineers - involved in transforming HP and cloud software to the next level!

Your responsibilities will include:
Develop, debug and create solutions using .C#, .NET framework, Java, JavaScript.
Create high level designs and when required, work with other designers/ architects.
You may also need to understand, debug and create proof of concepts.
Co-work on features with global teams.
Deliver using agile process using CI/CD pipelines.
Participate in code reviews.
Education and Experience Required:
Bachelor's or Master's degree in Computer Science, Information Systems, or equivalent
Typically 0-2 years experience
Knowledge and Skills:
Experience or understanding of software systems design tools and languages
Good analytical and problem solving skills
Understanding of design for software systems running on multiple platform types
Understanding of basic testing, coding, and debugging procedures
Strong Object Oriented Programming Skills, Data Structures and Design Patterns
Good written and verbal communication skills
Desired Knowledge and Skills
Working knowledge of Amazon Web Services
#Li-Post"
Software Engineer,"Tewksbury, MA","TimeTrade Systems
3.2","</li>
input { margin: 5px 0px; } .text-xs-center { text-align: center; } .field-label { margin-top: 10px; } .RadSocialShare.RadSocialShare_Bootstrap.ShareJob_TransWrapper { margin-top: 0px; box-shadow: none; padding: 0px; } .RadSocialShare.RadSocialShare_Bootstrap.ShareJob_TransWrapper > ul > li { vertical-align: top; } .RadSocialShare.RadSocialShare_Bootstrap.ShareJob_TransWrapper > ul > li > a > .sshIcon { border: none; padding-top: 0; } .RadSocialShare.RadSocialShare_Bootstrap.ShareJob_TransWrapper > ul > li > a > .sshIcon:before { font-size: 18px; } .ShareJob_TransWrapper { background-image: none; border: 0; background-color: transparent; } .ShareJob_SocialIcon { vertical-align: bottom; color: #333; width: 24px !important; height: 24px !important; text-align: center; padding-top: 0px; font-size: 17px; line-height: 1.428571429; background-color: transparent; } .ShareJob_SocialIcon:before { padding-top: 4px !important; } .ShareJob_SocialIcon:hover, .ShareJob_SocialLink:hover { color: #337ab7 !important; cursor: pointer; }
input { margin: 5px 0px; } .text-xs-center { text-align: center; } .field-label { margin-top: 10px; } .RadSocialShare.RadSocialShare_Bootstrap.ReferJob_TransWrapper { margin-top: 0px; box-shadow: none; padding: 0px; } .RadSocialShare.RadSocialShare_Bootstrap.ReferJob_TransWrapper > ul > li { vertical-align: top; } .RadSocialShare.RadSocialShare_Bootstrap.ReferJob_TransWrapper > ul > li > a > .sshIcon { padding: 0px 5px !important; border: none; } .RadSocialShare.RadSocialShare_Bootstrap.ReferJob_TransWrapper > ul > li > a > .sshIcon:before { font-size: 18px; } .ReferJob_TransWrapper { background-image: none; border: 0; background-color: transparent; } .ReferJob_SocialIcon { padding: 0px 5px !important; font-size: 18px; vertical-align: bottom; color: #333; } .ReferJob_SocialIcon:hover, .ReferJob_SocialLink:hover { color: #337ab7 !important; cursor: pointer; }
× Employee Referral
Tell Us Who You Are
First Name
Last Name
E-Mail Address
Please complete all 3 fields.
How Do You Want to Share?
Close
</ul>
Job Description
The world’s most well respected brands in retail, financial services, and education industries worldwide use TimeTrade to deliver on their brand promise of a truly personalized customer experience. TimeTrade’s Responsive Customer Engagement Platform allows consumers to connect with a brand, anywhere, anytime – and then gives companies deeper insight than ever before about what consumers want next. The result: higher sales and lifetime, repeat customers.
TimeTrade integrates easily with enterprise sales, marketing, service, CRM, and business process management systems to accelerate bottom-line business results and drive inbound sales, while enhancing customer experience and loyalty.
More than 500 million connections have been made between consumers and businesses using TimeTrade’s scalable Responsive Engagement Platform, directly translating into more than $2 billion in commerce every year.
Responsibilities:
A passion for writing software
Build and Deliver mission critical, SaaS web applications
Work on micro-services architecture to advance technology stack
Work on Scrum teams to build world class highly available and highly scalable solutions
Work with a world class engineering team
Skills & Requirements
Experience with multiple object-oriented programming languages
Exposure to writing SQL queries
Desire to work in a fast paced, growing and deadline driven, startup environment.
Has worked in with Agile development methodologies
Exposure to PHP and/or Scala is a plus
A commitment and passion for continuous integration, unit tests and using automation to ensure quality deliverables
Typically 1+ years of professional software experience in addition to strong internships
The ideal candidate must be authorized to work in the United States for any employer.
The Software Engineer works out of our Tewksbury, MA headquarters. This position is available for immediate hire. Apply at https://www.timetrade.com/about/careers/
TimeTrade offers a competitive compensation and benefit package including:
Medical
Dental
401K
Stock Options
Flexible spending plans
Disability and life insurance
On site fitness center
Generous vacation time
About TimeTrade
TimeTrade www.timetrade.com creates conversations that drive business. We equip companies to provide personalized service to every customer, every time. This creates a service guarantee that improves customer satisfaction, loyalty and retention, and increases sales growth.
TimeTrade’s Customer Engagement Cloud, an enterprise platform delivered through a worldwide cloud-hosting network, provides omnichannel and mobile application tools for managing the most critical part of the customer journey: the live conversation. It includes several tightly integrated modules for online appointment scheduling, queue management, and data-rich analytics and reports.
The company’s patented cloud technology scales to meet the demands of the largest multinational enterprises as well as midsize and small businesses, and undergoes independent SOC 2 type 2 security audits annually.
TimeTrade is an equal opportunity employer.
Principals only. No recruiters please.
Qualifications"
Software Developer,"Bridgeport, WV","Noblis
3.9","Responsibilities


Noblis is seeking a Software Engineer to support a client program that will work with our clients to design, create, deploy, migrate and maintain digital solutions that span national security missions some of which include identity management, multimedia, and cyber end-to-end systems. The work our teams do day-to-day is transforming the way law enforcement and intelligence communities handle, process, analyze, visualize, and translate information into actionable intelligence.
Provides engineering and technical support in areas of design, development, engineering, research, evaluation, deployment, integration, and maintenance of software and systems
Writes application code, automated tests, and informs deployment procedures
Conducts design and code reviews, participates in daily scrums, retrospective, and other agile ceremonies
Provides assistance monitoring and resolving issues with deployed systems
Client Engagement
· Learn about the Noblis business development lifecycle, processes, tools, and account structure · Contribute specialized domain or technical content to proposal sections or client white papers · Build a productive relationship with your client and understand their structure and goals
Qualifications


Required Qualifications:
Bachelor of Science in Technology, Engineering, or Computer Science (or related field) and a minimum of 3 years of related experience, or Master;s and 3 years related experience, or a Doctorate and 3 years
Hands on experience and ability to work with the following scripting and programming languages: Java, Python, C#, Javascript, CSS, HTML, Shell Scripting, Groovy
Ability to work tasks that span all areas of the project from database, backend services, APIs, web frontend, migration/deployment scripts, tests, and documentation.
You have hands-on experience with version control systems such as git
You have hands-on experience with writing and maintaining automated tests (unit, integration, stress, load, etc.)
You are knowledgeable and have hands on experience with agile, continuous integration, continuous delivery practices.
You desire to work in an agile and cross functional team environment, understand team goals and generate appropriate, innovative analytical insights to drive process and experience improvements
You challenge the status quo and desire to explore, evaluate, and understand new technologies
Desired Qualifications:
Has experience supporting law enforcement clients
Has experience with development frameworks such as Spring Boot, Vue.js, Bootstrap
Has experience with Kafka, Redis, Jenkins, Docker, Ansible
Has experience with the Atlassian tool suite
Ability to work in fast faced environment
Ability to adapt and learn new methodologies and technologies
Ability to work with teams across geographic bounds
Ability to obtain Top Secret clearance
Overview


Noblis and our wholly owned subsidiary, Noblis ESI, are solving difficult problems that help our government and our country. We bring the best of scientific thought, management, and engineering expertise with a reputation for independence and objectivity. We support a wide range of government and industry clients in the areas of national security, intelligence, transportation, healthcare, environmental sustainability, and enterprise engineering. Learn more at Noblis -About Us

Why work at a Noblis company?

Our employees find greater meaning in their work and balance the other things in life that matter to them. Our people are our greatest asset. They are exceptionally skilled, knowledgeable, team-oriented, and mission-driven individuals who want to do work that matters and benefits the public.

Noblis has won numerous workplace awards. Noblis maintains a drug-free workplace and is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status or other characteristics protected by law."
Software Developer,"Atlanta, GA","AnswerRocket
4.3","AnswerRocket is a leader in AI-powered analytics disrupting the traditional BI and analytics market. Named a Cool Vendor by Gartner in 2017, AnswerRocket is changing the way our Fortune 500 and mid-size clients make decisions everyday. Our self-service analytics platform combines machine learning with natural language generation to enable business leaders to make better, faster decisions. As we expand to meet the challenges of demand, we are seeking additional software developers to join our growing team. Developers are at the heart of our team. We want smart and flexible thinkers for whom programming is second nature. If you are that kind of person, you know that software is an expressive discipline. We encourage responsible creativity along with personal commitment to our customers.

The Technical Stuff
Our current development environment is JavaScript (React/Redux), Python (web server), and Java (data server)
We deploy in Amazon’s cloud or at client premises
The work is heavily web and database but also touches on mobile, systems management, configuration management, tenancy, parallelization, security, and other aspects of serving enterprise customers
Our development model is based on git and uses fast iterations to deliver software in cycles
We provide the opportunity to learn new frameworks while solving complex problems with people who share your common goals and interests

What You’ll Bring
1+ years of professional experience in software development or similar role
Bachelor's Degree in Computer Science or Engineering preferred
Passion for UX, database scalability, mobile development, and making software great
A love for design almost as much as implementing modules and fixing broken things
Ability to hit a deadline but also know when and how to explain a delay
Ability to work full-time and onsite in our Sandy Springs office
Extra Awesome
Hands on experience with our tech stack
Experience at a software or analytics company
Enthusiasm for learning new technology, but the restraint to only use when appropriate
What We Offer
Premium health, dental & vision coverage for Rocketeers and their families
401K and long-term disability insurance
Flexible PTO and paid parental leave to sustain energy and creativity
Flex Scheduling
Weekly chef-prepared lunches
Fully stocked kitchen with bottomless snacks and coffee
Easy access to public transit including MARTA
Complimentary onsite gym
Team outings and activities to build community
Casual dress all-day, everyday
Stable startup with a fun culture and approachable leadership
About AnswerRocket

We’re honored to have been named a Best Place to Work in Atlanta! Founded by successful technology entrepreneurs in 2013, our offices are located in metro Atlanta and include a fun work environment with the dynamic vibe of growth. Customers love what we are doing, and Gartner has recently named us a Cool Vendor in analytics.

Our team consists of smart and creative people who are motivated by clear goals to deliver “a ha” moments to our customers. We are breaking away from tired, traditional software and are committed to delivering high quality, well-engineered solutions that fit into modern enterprises. AnswerRocket offers the opportunity to grow immensely, both personally and professionally, as we leverage the latest technology to change how companies use big data.

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, protected veteran status, or any other legally protected basis, in accordance with applicable law. We are an Equal Opportunity Employer."
Software Developer,"Mason, OH","UST Global
3.9","Responsibilities

In depth knowledge of user interface development tech stack and frameworks such as, HTML, CSS, JavaScript, Angular, ReactJS, VueJS, Typescript, AJAX, etc.
A level of design and business understanding so as to not compromise on business goals and design intents
Work in multidisciplinary team with other professionals such as back end developers and web designers
Build high quality mockups and design different prototypes
Provide high quality graphics and visual elements
Optimize our web applications for maximum speed
Design mobile based features
Always stay consistent with our brand guidelines
Get feedback from users and customers
Make suggestions for better solutions to problems
Keep abreast of latest and emerging technologies
Attend training and educations

Requirements

BTech degree or technical institute training or equivalent work experience
4 years of experience as a Front end Developer
Excellent knowledge of browser troubleshooting and debugging practices and techniques
Knowledge of some SEO principles
3 years of experience with markup languages
3 years of experience with JavaScript, CSS and jQuery
Knowledge of graphics software such as Adobe Suite, Photoshop etc.
Sense of ownership and pride in your performance and its impact on company s success
Critical thinker and problem solving skills
Team player
Good time management skills
Great interpersonal and communication skills
BA in Computer Science or similar relevant field
Strong effective communication skills, both written and verbal
Interacting well with others since teamwork is common
Exhibiting a commitment to lifelong learning since technology is always changing
Thinking outside the box to solve problems creatively
Communicating effectively so that all involved understand what is being done

Location This position will be based in Mason, Ohio

B TECH"
Software Developer,"Mason, OH","UST Global
3.9","Responsibilities

In depth knowledge of user interface development tech stack and frameworks such as, HTML, CSS, JavaScript, Angular, ReactJS, VueJS, Typescript, AJAX, etc.
A level of design and business understanding so as to not compromise on business goals and design intents
Work in multidisciplinary team with other professionals such as back end developers and web designers
Build high quality mockups and design different prototypes
Provide high quality graphics and visual elements
Optimize our web applications for maximum speed
Design mobile based features
Always stay consistent with our brand guidelines
Get feedback from users and customers
Make suggestions for better solutions to problems
Keep abreast of latest and emerging technologies
Attend training and educations

Requirements

BTech degree or technical institute training or equivalent work experience
4 years of experience as a Front end Developer
Excellent knowledge of browser troubleshooting and debugging practices and techniques
Knowledge of some SEO principles
3 years of experience with markup languages
3 years of experience with JavaScript, CSS and jQuery
Knowledge of graphics software such as Adobe Suite, Photoshop etc.
Sense of ownership and pride in your performance and its impact on company s success
Critical thinker and problem solving skills
Team player
Good time management skills
Great interpersonal and communication skills
BA in Computer Science or similar relevant field
Strong effective communication skills, both written and verbal
Interacting well with others since teamwork is common
Exhibiting a commitment to lifelong learning since technology is always changing
Thinking outside the box to solve problems creatively
Communicating effectively so that all involved understand what is being done

Location This position will be based in Mason, Ohio

B TECH"
Software Engineer,"McLean, VA","Capital One
3.8","McLean 2 (19052), United States of America, McLean, Virginia

At Capital One, were building a leading information-based technology company. Still founder-led by Chairman and Chief Executive Officer Richard Fairbank, Capital One is on a mission to help our customers succeed by bringing ingenuity, simplicity, and humanity to banking. We measure our efforts by the success our customers enjoy and the advocacy they exhibit. We are succeeding because they are succeeding.

Guided by our shared values, we thrive in an environment where collaboration and openness are valued. We believe that innovation is powered by perspective and that teamwork and respect for each other lead to superior results. We elevate each other and obsess about doing the right thing. Our associates serve with humility and a deep respect for their responsibility in helping our customers achieve their goals and realize their dreams. Together, we are on a quest to change banking for good.

Software Engineer

As a Capital One Software Engineer, you'll work on everything from customer-facing web apps and backend services to mobile applications using cutting-edge tools and frameworks. Join Capital One in an engineering role and shape the next phase of innovation for fintech.

Are you a hands-on problem solver who seeks to understand a domain and solve its complex engineering or data challenges? Do you want to be empowered to influence the technology choices to get the job done? Are you the disruptor that pushes the envelope through innovation and new ideas, questioning the why and considering the what if? We want to speak with you.

Check out the role and responsibilities below, and apply today!

Responsibilities:
Write, design, code, test, implement, debug, and validate applications; document design decisions and develop modular software components; monitor system performance metrics, and identify potential risks/issues.
Collaborate in an Agile scrum team with product owners and fellow software engineers to deliver upon most important business and technical priorities.
Provide active mentorship/guidance to fellow members of the agile tech team and participate in internal and external technology conference & communities.
What you would expect to work on here: Object Oriented Languages (Java, C# and Go), Cloud Based Technologies (AWS, DevOps and Serverless), Front End Frameworks (Angular, React, Node.js), Cutting Edge Data Tools (Python, Spark, Machine Learning) and Next Generation technologies (AI, Blockchain).

Basic Qualifications:
Bachelors degree or Military experience
At least 2 years of experience in software development
At least 2 Years of experience in Java, J2EE, Spring, JMS and Java tools and technologies
At least 1 year of experience in Cloud Technologies
Preferred Qualifications:
Master's Degree or PhD
3+ years Java and Python development experience
3+ years' experience with Relational and NoSQL Database Systems (PostgreSQL or Redshift)
2+ years of experience with Cloud computing technologies such as Amazon Web Services (AWS)
2+ years of experience working with CICD pipeline (Jenkins)
2+ years of experience with acceptance test driven development (ATDD) using Cucumber
2+ years of Agile engineering experience
1+ years of experience with data processing at scale using Apache Spark
1+ years of experience with event-driven, serverless computing platforms such as AWS Lambda
1+ years of experience in developing large and complex event processing platforms
1+ Year experience working with Big Data Technologies such as Apache Spark, Apache Storm and Kafka
Awareness of Docker, Kubernetes, Microservices, and Machine Learning is a big plus
At this time, Capital One will not sponsor a new applicant for employment authorization for this position."
Software Developer,"Lawrenceville, NJ","Billtrust
4.1","What you'll do


As a Developer, you will design, implement and support artificial intelligence components for our product platforms. As part of an Agile team, you will analyze/clean data sources, perform feature engineering and create scalable machine learning models. You will interface with internal teams, such as Product, Quality, MRO and DevOps, to help bring enhance and extend our current machine learning capabilities. You will also have the opportunity to help evolve our machine learning expertise, processes and machine learning products.
Design machine learning systems
Research and implement appropriate ML algorithms and tools
Run machine learning tests and experiments
Train and retrain systems when necessary
Extend existing ML libraries and frameworks
Ensure that machine learning components are testable and maintainable on our platform
Be actively involved in ensuring we ship quality, performant products
Keep abreast of developments in the field
Share your knowledge and experience with the team
Peer review other team members’ work
What you'll bring to the team
An attitude where no technical challenge is too great
Outstanding analytical and problem-solving skills
Deep knowledge of math, probability, statistics and algorithms
Excellent communication skills
Ability to work in a team in a fast-paced, product-centric environment
Proven success in designing, coding and implementing scalable machine learning software
Ability to write robust, high quality code in Python and R
Familiarity with machine learning frameworks (like Keras or PyTorch) and libraries (like scikit-learn)
Understanding of Agile techniques
Well-honed skills in source control management using Git or similar
Experience with AWS, Azure or a similar cloud platform nice-to-have
BSc in Computer Science, Mathematics or similar field; Master’s degree is a plus
What you'll get
Competitive salary, stock options and 401(k) with company match: We appreciate our employees and we make sure they know it.
Benefits: We offer each individual employee a healthcare package that is 100% paid for by Billtrust.
Open PTO: Work-life balance is important. We believe in giving our employees time to truly relax and recharge.
A Lively Culture: Ping-pong, bean bag toss, hackathons - We enjoy friendly competition.
Casual Dress: Every day is “Casual Friday’, we want you to be comfortable when you come to work.
Minimal Bureaucracy: An entrepreneurial environment of ownership and accountability allows you to get work done.
Who we are


Learn about our engineering culture here.

Billtrust is the best-in-class provider of Payment Cycle Management and accounts receivable solutions, helping businesses accelerate Invoice-to-Cash. We provide a flexible, automated, cloud-based product portfolio that meets diverse buyer requirements and speeds cash application through tailored invoice delivery, secure multi-channel payment enablement, and intelligent matching and payment posting. Our platforms process $30B+ annually and help companies like Kraft Foods, New Balance Athletics and Ferguson Enterprises get paid faster and more efficiently. For the past 18 years, we have achieved remarkable success with year-over-year growth and we attribute that growth to our people and culture - We encourage employees to have autonomy, think creatively, share ideas – even with our CEO – and to challenge the status quo every day without a lot of red tape."
