Title,Location,Company,Description
Software Engineer,"Fort Collins, CO","Marketing 360
4.9","About This Position
Software developers and engineers are vital to Madwire’s mission because they are responsible for the stability and innovation of our many software products.
Who You Are
You are an expert troubleshooter and powerful builder.
You are an infrastructure aficionado.
You are motivated to get the job done and done excellently. Execution Excellence is our standard and our standard is non negotiable.
You are a passionate human: passionate about making a difference in the world, passionate about helping teammates succeed.
You are thorough in your work.
You are curious and ready to learn. Like the clients we represent, our teammates are entrepreneurs. The most successful people at Madwire are those willing to put in the time it takes to become an expert for small business digital marketing.
You comfortably navigate between tasks, willing to learn, and teach others.
What You’ll Do
Help build and maintain Marketing 360, the #1 marketing platform
Work with the team to design performant, scalable and secure software services
Debug and monitor existing services and help resolve problems.
Requirements
Fluent with object oriented PHP and/or other similar languages
Competent in the evaluation and use of design patterns and programming paradigms
Familiar with MVC frameworks
Strong database skills, and firm understanding of MySQL query language
Familiarity with a variety of SOAP and Restful APIs

Bonus Knowledge
Amazon Web Services - RDS, Lambda, Aurora
Docker experience
Service based architecture
Understanding of software design principles like dependency inject, factory patterns, etc
Clean Architecture - Understanding of S.O.L.I.D. principles

Who We Are
We specialize in “Marketing and Design,” we call it “Mad.” It’s in our blood. Our manifesto. Our calling. We love Mad™.
We are a world-class digital marketing company, growing small- and medium-sized businesses through a single, powerful platform.
We provide technology and talent, with Marketing 360 as our powerful software backed by the professional marketing services that the team at Madwire has to offer.
We are a collaborative group, and everyone has some kind of talent that fits into our greater puzzle.
We are an Inc 5000 Fastest Growing Company in America for six years straight.
We are rated the #1 Best Place to Work by Glassdoor (2016).
Joe Kellogg and JB Kellogg have been rated the top CEOs by Glassdoor for three years straight.
We’re ranked in the Top 50 Family-Owned Colorado Companies for six years straight.
We are a Top 10 Marketing Company by Inc 500 (2014).
We ranked #2 on Entrepreneur 360 (2017).

Employee Health Benefits
Healthcare coverage with supplemental dental and vision plans. Eligibility to enter the plan is the first of the month following 2 months of employment.

401(k)
Eligibility to enter plan is first of the month following 60 days of employment.

Paid Time Off
11 paid holidays per year and an additional paid day off for your birthday
80 hours of PTO after 90 days of employment in your first year with the company. Increases to 120 hours at year three and to 160 hours at year four.
Paid time off to volunteer

We Don’t Discriminate
Madwire is an equal opportunity employer and complies with all applicable federal, state and local fair employment practice laws. Madwire strictly prohibits and does not tolerate discrimination against employees, applicants or any other covered persons because of race, color, religion, creed, national origin or ancestry, ethnicity, sex, gender (including gender nonconformity and status as a transgender or transsexual individual), age, physical or mental disability, citizenship, past, current or prospective service in the uniformed services, genetic information, or any other characteristic protected under applicable federal, state or local law. All Madwire employees, other workers and representatives are prohibited from engaging in unlawful discrimination. This policy applies to all terms and conditions of employment, including, but not limited to, hiring, training, promotion, discipline, compensation, benefits and termination of employment.
Madwire complies with the Americans with Disabilities Act (ADA), as amended by the ADA Amendments Act, and all applicable state or local law. Consistent with those requirements, Madwire will reasonably accommodate qualified individuals with a disability, if such accommodation would allow the individual to perform the essential functions of the job, unless doing so would create an undue hardship.

Other Duties
Please note this job description is not designed to cover or contain a comprehensive listing of activities, duties or responsibilities that are required of the employee for this job. Duties, responsibilities and activities may change at any time with or without notice."
Software Engineer,"McLean, VA","Capital One
3.8","McLean 2 (19052), United States of America, McLean, Virginia

At Capital One, were building a leading information-based technology company. Still founder-led by Chairman and Chief Executive Officer Richard Fairbank, Capital One is on a mission to help our customers succeed by bringing ingenuity, simplicity, and humanity to banking. We measure our efforts by the success our customers enjoy and the advocacy they exhibit. We are succeeding because they are succeeding.

Guided by our shared values, we thrive in an environment where collaboration and openness are valued. We believe that innovation is powered by perspective and that teamwork and respect for each other lead to superior results. We elevate each other and obsess about doing the right thing. Our associates serve with humility and a deep respect for their responsibility in helping our customers achieve their goals and realize their dreams. Together, we are on a quest to change banking for good.

Software Engineer

As a Capital One Software Engineer, you'll work on everything from customer-facing web apps and backend services to mobile applications using cutting-edge tools and frameworks. Join Capital One in an engineering role and shape the next phase of innovation for fintech.

Are you a hands-on problem solver who seeks to understand a domain and solve its complex engineering or data challenges? Do you want to be empowered to influence the technology choices to get the job done? Are you the disruptor that pushes the envelope through innovation and new ideas, questioning the why and considering the what if? We want to speak with you.

Check out the role and responsibilities below, and apply today!

Responsibilities:
Write, design, code, test, implement, debug, and validate applications; document design decisions and develop modular software components; monitor system performance metrics, and identify potential risks/issues.
Collaborate in an Agile scrum team with product owners and fellow software engineers to deliver upon most important business and technical priorities.
Provide active mentorship/guidance to fellow members of the agile tech team and participate in internal and external technology conference & communities.
What you would expect to work on here: Object Oriented Languages (Java, C# and Go), Cloud Based Technologies (AWS, DevOps and Serverless), Front End Frameworks (Angular, React, Node.js), Cutting Edge Data Tools (Python, Spark, Machine Learning) and Next Generation technologies (AI, Blockchain).

Basic Qualifications:
Bachelors degree or Military experience
At least 2 years of experience in software development
At least 2 Years of experience in Java, J2EE, Spring, JMS and Java tools and technologies
At least 1 year of experience in Cloud Technologies
Preferred Qualifications:
Master's Degree or PhD
3+ years Java and Python development experience
3+ years' experience with Relational and NoSQL Database Systems (PostgreSQL or Redshift)
2+ years of experience with Cloud computing technologies such as Amazon Web Services (AWS)
2+ years of experience working with CICD pipeline (Jenkins)
2+ years of experience with acceptance test driven development (ATDD) using Cucumber
2+ years of Agile engineering experience
1+ years of experience with data processing at scale using Apache Spark
1+ years of experience with event-driven, serverless computing platforms such as AWS Lambda
1+ years of experience in developing large and complex event processing platforms
1+ Year experience working with Big Data Technologies such as Apache Spark, Apache Storm and Kafka
Awareness of Docker, Kubernetes, Microservices, and Machine Learning is a big plus
At this time, Capital One will not sponsor a new applicant for employment authorization for this position."
Software Developer,"Lawrenceville, NJ","Billtrust
4.1","What you'll do


As a Developer, you will design, implement and support artificial intelligence components for our product platforms. As part of an Agile team, you will analyze/clean data sources, perform feature engineering and create scalable machine learning models. You will interface with internal teams, such as Product, Quality, MRO and DevOps, to help bring enhance and extend our current machine learning capabilities. You will also have the opportunity to help evolve our machine learning expertise, processes and machine learning products.
Design machine learning systems
Research and implement appropriate ML algorithms and tools
Run machine learning tests and experiments
Train and retrain systems when necessary
Extend existing ML libraries and frameworks
Ensure that machine learning components are testable and maintainable on our platform
Be actively involved in ensuring we ship quality, performant products
Keep abreast of developments in the field
Share your knowledge and experience with the team
Peer review other team members’ work
What you'll bring to the team
An attitude where no technical challenge is too great
Outstanding analytical and problem-solving skills
Deep knowledge of math, probability, statistics and algorithms
Excellent communication skills
Ability to work in a team in a fast-paced, product-centric environment
Proven success in designing, coding and implementing scalable machine learning software
Ability to write robust, high quality code in Python and R
Familiarity with machine learning frameworks (like Keras or PyTorch) and libraries (like scikit-learn)
Understanding of Agile techniques
Well-honed skills in source control management using Git or similar
Experience with AWS, Azure or a similar cloud platform nice-to-have
BSc in Computer Science, Mathematics or similar field; Master’s degree is a plus
What you'll get
Competitive salary, stock options and 401(k) with company match: We appreciate our employees and we make sure they know it.
Benefits: We offer each individual employee a healthcare package that is 100% paid for by Billtrust.
Open PTO: Work-life balance is important. We believe in giving our employees time to truly relax and recharge.
A Lively Culture: Ping-pong, bean bag toss, hackathons - We enjoy friendly competition.
Casual Dress: Every day is “Casual Friday’, we want you to be comfortable when you come to work.
Minimal Bureaucracy: An entrepreneurial environment of ownership and accountability allows you to get work done.
Who we are


Learn about our engineering culture here.

Billtrust is the best-in-class provider of Payment Cycle Management and accounts receivable solutions, helping businesses accelerate Invoice-to-Cash. We provide a flexible, automated, cloud-based product portfolio that meets diverse buyer requirements and speeds cash application through tailored invoice delivery, secure multi-channel payment enablement, and intelligent matching and payment posting. Our platforms process $30B+ annually and help companies like Kraft Foods, New Balance Athletics and Ferguson Enterprises get paid faster and more efficiently. For the past 18 years, we have achieved remarkable success with year-over-year growth and we attribute that growth to our people and culture - We encourage employees to have autonomy, think creatively, share ideas – even with our CEO – and to challenge the status quo every day without a lot of red tape."
Software Engineer Intern,"Rochester, NY","L3Harris
3.3","Job Title: Software Engineer (Intern Various Locations)

Job Code: CHQ20191610-34104

Job Description:
Apply computer science, engineering, and mathematical analysis concepts and principles in the development of software for the target application
Work closely with cross functional members of the engineering organization to develop and evaluate interfaces between hardware and software, and operational performance requirements and design of the overall system
Support and participate in all phases of the software development life cycle, including requirements analysis, design, implementation, integration, and test of embedded software for real-time control of advanced tactical radio equipment
Develop software test procedures, software programs, and related documentation
Utilize modeling tools and equipment to establish operating data, conduct experimental tests, and evaluate results
Participate in peer reviews, identify, track and repair defects
Utilize a variety of software languages (i.e., C++, C#, C, Java, Ruby, HTML5, XML, SQL, Perl, Python, Ajax, Qt) on Windows, Linux, mobile platforms, and embedded real time operating systems (VxWorks, Linux, QNX, Integrity, Windows CE, and others for Motorola, Intel, TI, and custom processor designs)
Qualifications:
Currently pursuing a Bachelors degree in Computer Science, Computer Engineering, Software Engineering, Electrical Engineering, Wireless Engineering, Information Security, Mathematics, Digital Arts & Sciences or related field
GPA of 3.0 or greater
Preferred Skills:
One or more of the following: C++, C#, C, Java, Ruby, JEE, HTML5, XML, SQL, Qt, Windows, .NET, Unix, Linux, SOA, RTOS, Real-Time Controls, Wireless, Software Security, Robotics, OOA/OOD, Hadoop, Android, Embedded Systems"
Software Development Engineer,"Ozone Park, NY","New York Racing Association
3.0","Job Overview


The Software Development Engineer will design, execute, assess, and debug software programs and applications. This includes configuring, coding, developing, testing and documenting secure software solutions throughout the software development life cycle, and provide post production support. Technologies utilized will include Microsoft Windows 2012, 2014 and 2016 as well ASP.NET/VB.NET/ADO.NET, T-SQL, HTML5, CSS, Javacscipt and C#.

Responsibilities


The Software Development Engineer designs, develops, documents, analyzes, creates, tests or modifies existing information systems and programs to improve operational efficiency and effectiveness, which involves:
Researching, documenting, and implementing as per requirements and specifications.
Consistently writing, translating, and coding software programs and applications according to specifications.
Running and monitoring performance tests on new and existing software for the purposes of correcting mistakes, isolating areas for improvement, and general debugging.
Administering diagnostic analysis of test results and delivering solutions to critical areas.
Cultivating and disseminate knowledge of application development best practices.
Gathering statistics and preparing and writing reports on the status of the programming process for discussion with management and/or team members.
Determining, developing, and maintaining user manuals and guidelines.
Installing software products for end users as required.
Writing and/or modifying readable and well documented programming code to enhance functionality and/or appearance of Web and windows applications as necessary.
Liaising with network administrators, systems analysts, programmers, and other cross-functional team members to resolve any defects in products and/or company systems.
Recommending, scheduling, and performing software improvements and upgrades for optimal performance on company infrastructure.
Understanding system Security, Interdependences and limitations when providing solutions
Researching and evaluating new technologies on NYRA’s behalf.
Qualifications
Bachelor's degree and at least four years of professional software development experience
Two plus years of hands-on expertise with responsive mobile website development
Platforms: Microsoft Windows 2012 and 2014, and 2016
Web Servers: IIS 8, 9 and 10
Technology: NET/VB.NET/ADO.NET, T-SQL, HTML5, CSS, JavaScript, C#, Bootstrap
Proficient in REST API, MVC, Web, and Windows development, Mobile Website development (Responsive sites)
Databases: Knowledge of Sql server 2012, 2014 and 2016
Proficient in reading ERD and analyzing Database design and Database schemas
Principles of project management
Ability to develop secure software
Supports NYRA’s mission, shared values and supporting behaviors.
Ability to handle multiple competing priorities in a fast-paced environment.
Ability to work under tight deadlines and to manage project tasks independently
Ability to communicate technical information to non-technical users
Familiarity with Team Foundation Server, DevExpresss Controls, Mobile IOS and Android Development preferred.
MCSD: App Builder certification a plus."
Software Developer,"Miami, FL","Farelogix
4.5","We are seeking a Software Developer with basic knowledge of JavaScript, XML, XSLT, SoapUI, web services C# and C++ to join our team.

What you will do:

Develop and maintain Farelogix API interface using JavaScript, web services and FLX Platform. Become familiar with Farelogix Platform.

Your Experience:
Bachelor's degree in Computer Science, Information Technology, or equivalent professional experience.
Up to 3 years in software development.
Knowledge and experience with XML-based system interfaces, schema design, and XML based tools like SoapUI are required.
Familiarity of XML/SOAP, web services and JavaScript's prototypal nature, lexical scoping and other unique JS traits; be deeply familiar with its constructs, syntax and rules.
Demonstrated analytical and problem-solving skills.
Excellent debugging and troubleshooting
Excellent written and verbal communication"
Software Developer,"Watertown, MA",Mini Ruby Contemporary Childrenswear,"At Mini Ruby, we understand how challenging it is to find the time to shop for our kids and to find new and unique styles. We aim to make shopping easy and enjoyable. We currently carry premium brands of boys, girls and baby clothes from all over the world including shoes, accessories, activewear and gift items and will continue to add brands that reflect our styles.
From your first day as a Mini Ruby employee, you will be driving change in the shopping patterns for childrenswear. As part of a startup in a growing market, you will be involved in a variety of tasks across marketing, technology, logistics, and finance.
If you are someone who cares deeply about design, has an unyielding sense of quality and is committed to delivering the best experience, please read on.
Role
Work with Mini Ruby founders on website technology and backend programming
Take ownership of key technology workstreams including feature additions and efficiency improvements
Create statistical decision tools to help improve buying decisions
Create a testing framework for site features
Requirements
Advanced knowledge of HTML5, CSS3, JavaScript (ES2015/ES6), Python/PHP
Working knowlegde of Shopify API, Shopify Experts a plus
Knowledge of cloud platforms
Knowledge of databases
Command of web standards and cross-browser compatibility
Experience working with Git and the workflows associated with it (branching and merging)
Familiarity with Adobe Photoshop
Strong design sense
Preferred Skills
Experience with 3D graphics engines such as Blender, Maya, Unity
Experience wtih Photoshop
Knowledge of Marvelous Designer or Optitex is a plus
Experience with A/B Testing tools such as Google Optimize, Optimizely, Adobe Target, etc.
We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status."
Software Developer,"Portland, OR","Willis Towers Watson
3.5","The Requirements
• 2 - 8 years development experience in MS SQL Server / Transact-SQL, Microsoft .Net, C#, and either ASP.Net or MVC.
• Would prefer that candidates have experience in Visual Studio, Team Foundation Server, JavaScript and jQuery. Relevant client-server development experience is also preferred.
• Degree (Associates or Bachelors) in computer science, management information systems or related area.
• Ability to complete Willis Towers Watson Software Developer training program.
• Background in benefits administration a plus.
• Ability to effectively work on multiple projects simultaneously; strong time management skills.
• Willingness to work in a fast-paced collaborative team environment that has tight deadlines.
• Ability to learn and evaluate new tools, concepts, and challenges quickly.
• Client service focus and flexibility in supporting client requests.
• Strong analytical and problem solving skills.
• Commitment to quality and continuous improvement.
• Be available, at times, to work extended work hours.

EOE, including disability/vets
In this role you will be using C#, SQL and MVC to develop software to support our benefits administration product. We are a collaborative environment and seeking individuals who are good communicators with experience in the .NET framework. This is a dynamic team with excellent growth potential!

Employment-based non-immigration visa sponsorship and/or assistance is not offered for this specific job opportunity.

The Role
Due to growth in our outsourcing business, we are looking for several software developers in full-time positions. In this role you will customize, maintain and develop new solutions to meet client requirements on BenefitConnect, our proprietary, highly sophisticated and user-friendly software, built on the .Net framework. You will consult with clients and play a key role in software development and technical support on client assignments. You will have the opportunity to:

• Develop your technical skills and knowledge of benefit plan design
• Be on a career path with growth and advancement
• Employ the most cutting edge tools and resources and work with top talent in the industry
• Work in a dynamic, fast paced, high energy and high growth environment

Open positions in the following cities: Portland, OR or San Diego, CA or Minneapolis, MN or Houston or Dallas, TX

Specific responsibilities:

• Systems programming using Visual Studio, C#, MS SQL Server, ASP.NET, MVC, JavaScript, and jQuery
• Develop code per detailed specifications using specified programming languages, tools, and techniques under the direction of the project manager or team leader.
• Deliver timely unit-tested high quality systems that meet specification functionality requirements.
• Work with team to define detailed specifications for specific functionality requirements.
• Provide analysis for technical solutions based on functional requirements.
• Assist in determining requirements for estimating budgets and timelines.
• Provide consultative services on technical issues to clients and internal project teams.
• Participate in development of system test plans.
• Troubleshoot technical issues.
• Keep abreast of latest developments regarding effective procedures, methods, and tools in software development and testing.
• Work as a team to produce and deliver high quality results.
• Deliver on projects in accordance with project plans including budget, timeline, deliverables and quality standards.
• Directly contribute to clients success through applying your technical expertise."
Software Engineer,"Pittsburgh, PA","RoadRunner Recycling
3.3","Pittsburgh, PA, USA
Full Time

Email Me Similar Jobs Email Me This Job

THE GIG

RoadRunner is looking to hire a well-rounded and ambitious full-stack engineer to join our team!

We currently manage Recycling and Waste Management in multiple markets and are looking to grow our operation and technology this year. RoadRunner is planning to change the way people recycle while introducing tech into the industry that has never been done. We operate with many moving parts and there is no shortage of areas to improve on with excellent engineering.

We are looking for a grounded, ambitious, and detail-oriented software developer. Solid computer science fundamentals is required as well as an openness to use different technologies. Exposure to full-stack web development is a requirement for this position as well as experience with at least one popular front-end framework.

The main objective of this position is to build the foundation for RoadRunner's customer-facing applications. For the past two years, we have centered our technology around the core internal operations of the business. However, as we grow into more markets and productize our services, we will need to build a suite of applications for our clients.

RoadRunner is looking to provide a top-notch customer experience and the technology to back it up. You will work alongside a variety of disciplines including sales, design, and operations to develop high quality products. You will gain valuable system level experience as you integrate your work with our current technology and have the opportunity to develop brand new green-field projects.

Not only is this a great opportunity to help us grow our tech stack, but you'll also learn a lot about the Recycling and Waste Management industry and have the opportunity to be part of a growing startup.

REQUIREMENTS
Exposure to full-stack web development
Experience with at least one popular front-end framework

PERKS & BENEFITS
Full benefits package including health, dental, and vision insurance
Paid company holidays.
Company events, annual off-site retreat, happy hours, and other social events.
17 Paid Time Off days per year.
Outstanding company culture.

RoadRunner Recycling Inc.
https://roadrunnerwm.isolvedhire.com"
Software Engineer,"Saint Louis, MO","Colibri Group
3.5","Software Engineer

Colibri Group

St. Louis, MO

Colibri Group is a family of brands (McKissock, Elite, Advance Healthcare, Western Healthcare, Real Estate Express, Superior School of Real Estate, Allied Schools, The Institute for Luxury Home Marketing, XCEL Testing Solution, and Securities Training Corporation) that provide learning solutions for licensed professionals in over 20 fields, including real estate, property appraisal, engineering, nursing, social work, massage therapy and cosmetology. Our companies are taking mandated professional education to the next level as we produce tools, courses, and job aides that help customers achieve more in their days and their careers. We help professionals become licensed,

stay licensed and gain the skills to perform at the top of their fields.

At Colibri Group we are continuously finding new ways to get to market faster, disrupt the status quo, optimize operational models, and create experiences our consumers deserve. We are embarking on the next phase of transforming how professional education occurs within our targeted professions with approximately 2 million professionals active in our education network today and high customer satisfaction levels, we believe there is an opportunity to go to the next level and build ourselves into the Peloton of Professional Education allowing our customers to learn more efficiently, while improving learning outcomes.

Colibri Group currently has an opportunity for a Software Engineer based in our St. Louis, MO office. We will consider the position to be remote.

What Youll Do:


As a Software Engineer, youll play a key role in building and testing new features and frameworks for supporting an ecosystem of common web applications used by many subsidiaries within the Colibri Group family of companies. Youll work as a member of the technology team to collaborate with UX, product management, QA and other software engineers to define new features, estimate and implement them. Your main duties will start within the TypeScript/Angular framework, which will be consuming a .NET API, which you will have the opportunity to work on as well. In addition to creating tests with Jasmine/Karma and completing peer reviewed pull request into our production environment.

Responsibilities:


We practice continuous delivery and work in an agile environment. You'll design and implement critical elements of architecture and application components for common offerings. The ideal applicant pays close attention to detail, is inquisitive, able to be self-directed while open to collaboration. We follow an unapologetic no ego release process where fellow engineers input opinions and suggestions on the code you would like to release to production, thereby attempting to ensure the highest quality code is released. Youll be working on a team that owns the code from development through release into production, for multiple applications, deploying a DevOps model of complete ownership.

Essential Skillset:

TypeScript
Angular 6+
Unit Testing (Jasmine/Karma)
Experience consuming APIs.
Git
Nice to have:

Knowledge of relational databases and SQL
.NET / C#
Colibri Group offers a competitive compensation package with outstanding bonus potential. We have an excellent benefit program including medical, dental, prescription, flexible spending account, healthcare spending account, 401k match and generous PTO."
Software Developer,"Plainfield, IN","Schaefer Systems
3.7","Overview


The Software Developer designs and implements software solutions for automated material handling software systems in warehouses and distribution centers. This position requires knowledge of various programming languages, software development tools, software architecture, operating systems, hardware and network design and databases.

Responsibilities
Design and implement software solutions based on software requirement specifications
Tests software implementation against requirements
Own responsibility for a specific area of software development within a project
Create small scale requirement analysis and software specifications for area of responsibility
Create software documentation for software implementation
Actively communicate with team members, IT Project Manager and Software Developer Lead about work and project status
Actively report issues to IT Project Manager and Software Developer Lead
Participate in team meetings on an as-needed basis
Set-up and execute test scenarios for commissioning
Commission software on-site
Support system ramp-up and go-live on-site
Troubleshoot system issues in 1st, 2nd or 3rd level, depending on project requirements
Support on-site Software Support Engineers
Effectively communicate with customers if required
Qualifications
4-year degree in Computer Science or Engineering, or equivalent combination of education and experience in similar work.
Experience with Java or other object-oriented programming languages in a work setting.
Experience with SQL databases (Oracle, MySQL, SQL Server).
May be required to travel internationally for training, project assignments, and commissioning.
Must be able to work on-call in 1st, 2nd, or 3rd"
Software Engineer,"Dover, NH","Liberty Mutual Insurance
3.3","Software Engineer

The Cloud Providers Azure team within IT Hosting SecureDevOps Platforms is actively searching for a Senior Software Developer who is enthusiastic about learning and contributing to the Azure platform. The Cloud Providers Azure team enable development teams by providing a secure, easily consumable, and cost optimized cloud ecosystem.

This role on the Cloud Providers Azure team will focus on the customer experience through the development, maintenance, and support of services that enable application teams to deliver secure solutions in the cloud. Candidates will need to demonstrate the willingness to take on many different types of tasks and possess a developer mindset interested in the latest coding technologies.

This is a range posting and the description is posted as a Grade 16. However, candidates will be considered for Grades 14 and 16. The actual internal level/grade for this role will depend on the candidate's overall experience and skill level.

About the job:

Performs the following moderately complex to complex activities:
Develops effective, defect free source code that meets business requirements and team standards.
Develops in unit test cases development.
Develops complex test scripts.
Conducts impact analysis.
Develops component design.
Contributes to technical alternatives.
Develops production support documentation.
Interacts with customers and development team to gather and define requirements
Works within the team on iterative development that delivers a high-quality product.
Executes all levels of testing (System, Integration, and Regression)
Analyzes user stories for validity and feasibility
Provides functional/system integration testing support.
Performs Quality Assurance coding and design review defects or discrepancies in requirements identified and resolved with appropriate partners and stakeholders.
Mentor new developers and junior developers. Identify and recommend appropriate continuous improvement opportunities. Completes other project work or tasks as assigned
Participates in service desk and on-call rotations

Desired Skills:
Knowledge of Java / Spring, .Net is desired
Knowledge of Service based (API) development
Knowledge of Continuous Integration and Continuous Delivery (CI/CD) concepts
Knowledge of native cloud full solution development, Azure or AWS application deployment
Knowledge of Cloud resource template development concepts, Azure resource manager or AWS Cloud Formation Template


Benefits:

We value your hard work, integrity and commitment to positive change. In return for your service, it's our privilege to offer you benefits and rewards that support your life and well-being. To learn more about our benefit offerings please visit: https://LMI.co/Benefits

Overview:

At Liberty Mutual, we give motivated, accomplished professionals the opportunity to help us redefine what insurance means; to work for a global leader with a deep sense of humanity and a focus on improving and protecting everyday lives. We create an inspired, collaborative environment, where people can take ownership of their work; push breakthrough ideas; and feel confident that their contributions will be valued and their growth championed.

We're dedicated to doing the right thing for our employees, because we know that their fulfillment and success leads us to great places. Life. Happiness. Innovation. Impact. Advancement. Whatever their pursuit, talented people find their path at Liberty Mutual."
Software Developer,"Fort Collins, CO",Apollo Enterprise Imaging Corp,"Apollo is an Enterprise Imaging company that provides healthcare organizations, clinicians and physician with the tools and solutions they need to be effective and efficient in delivering quality patient care. Our environment is fast-paced, challenging, and exciting along with respect for work-life balance. You’ll work with a team of passionate, engaged individuals. We offer a competitive compensation and benefits package.

We are looking for a talented, professional and hard-working individual to serve as a software developer, focusing on DICOM and IHE services, to join the development team to work in a fully ISO compliant and Agile development environment.
SUMMARY OF DUTIES AND RESPONSIBILITIES

Determine specific system needs and the means needed to program or enhance Apollo’s healthcare applications;
Analyze, evaluate and review existing systems, capabilities, workflow, and scheduling limitations and all other data processing problems for healthcare applications within Apollo
Develop, test, debug and document software for Apollo’s healthcare applications
Assist in planning and programming customized computer systems for Apollo including both hardware and software or assist in devising ways to apply existing systems’ resources to additional operations or add a new software application to enhance current system
Work on IHE, DICOM, and Radiology features development
Use techniques such as structured analysis / data modeling / information engineering / mathematical model building / sampling to plan the system
Assist in defining the goals of the system and dividing the solutions into individual steps and separate procedures
Use various software to program, encode, test and debug the system to ensure that it performs as planned and install the system on operating platforms
Prepare system end user documentation and conduct user acceptance testing
Maintain source-code repository, and participate in deployment of code into production
Work in a fully ISO compliant Agile development environment, following Apollo’s Quality Procedures
Perform other duties as assigned

QUALIFICATIONS/REQUIREMENTS

Requirements
BS/BA or greater in Computer Science, Mathematics, Software Engineering, Computer Engineering, or a related field
2+ yrs of experience programming: .Net with either Visual Basic or C#
2+ years of experience programing DICOM, DICOMweb: workflows, interfaces, WADO-RS, QIDO, STOW, IOCM
Experience with Client/Server, web applications and technology
Experienced in coding/designing graphical user interfaces
Experienced in HTML, CSS, JavaScript, JQuery
Experienced with REST/JSON/XML
Familiarity with IIS, SSIS, and SSAS a plus
Operational knowledge of Active Directory and proficient in the use of built in management tools
Proficient in Microsoft Office: Outlook, Word, PowerPoint, Visio and Excel
Solid interpersonal skills with the ability to communicate clearly to technical and non-technical people
Ability to resolve problems, think analytically and communicate professionally in high pressure, time sensitive environments.
Must be a self-starter, with the ability to work independently and with minimal supervision.
Ability to manage time efficiently to update and resolve assigned tasks in a timely manner
Ability to follow documented processes and procedures, provide feedback when necessary, and respond to changes with a positive attitude
Ability to focus and maintain attention to performance of tasks and to work and complete assignments on time

Desired (but not required) Skills:
Experience with Agile project methodologies and ISO development environment beneficial
Skilled in UX/UI Design
Web technologies: HTML, jQuery, AngularJS development
Database technologies: Relational databases, MS SQL Server, T-SQL, SQL queries
Familiarity with LEAD Technology Toolkit
Knowledge of end-to-end systems development life cycles (SDLC) desirable
Healthcare IT experience a plus
Location: Fort Collins, CO Job Type: Full-time/contract to Full-time Required travel: Travel Range is 0 to 5%.
Pay: compensation commensurate with experience

Apollo will only employ those who are legally authorized to work in the United States without visa sponsorship, US citizenship preferred, for this opening. Any offer of employment is conditioned upon the successful completion of a background investigation and drug screen.

Apollo is an Equal Opportunity Employer. Employment decisions are made without regard to race, color, religion, national or ethnic origin, sex, age, disability, protected veteran status or other characteristics protected by law. The Company also makes reasonable accommodations to applicants or employees with qualifying disabilities who request them and who otherwise meet the requirements of applicable law.

Apollo is not accepting unsolicited assistance from search firms for this employment opportunity. All resumes submitted by search firms to any employee at Apollo via-email, the Internet or in any form and/or method without a valid written search agreement in place for this position will be deemed the sole property of Apollo. No fee will be paid in the event the candidate is hired by Apollo as a result of the referral or through other means."
Software Developer,"Nashville, TN","RJ Young Co.
4.3","Software Developer (Nashville, TN)
Submitted Thursday, June 6, 2019

JOB DESCRIPTION

Summary

We are looking for a software engineer to join our team to support and evolve the design, implementation, and operational support of internal systems that span business and operation departments.

Essential Functions

Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.

Competencies
Work closely with the Project Managers, QAS Lead, and development team in an Agile/Scrum environment
2+ years developing web applications utilizing the full JavaScript Library Stack.
React/Redux is preferred
Angular 2+ and Vue also desired
Experience with the .NET stack, including .NET framework, C#, ASP .NET, MVC, and SQL Server, with at least 2 years in a client-facing role.
Experience with Visual Studio and productivity tools.
Familiar with TFS or Git source control workflows and best practices to branch/merge and resolve merge conflicts.
Solid knowledge and application of Design Pattern and Object Oriented Design and Principles
Experience designing and developing technical integrations with diverse 3rd-party systems
Ability to produce and write clear technical documentation as required to support the solutions.
Must be self-directed team player who is customer-focused, detail oriented, and able to handle multiple projects.
Top notch client skills and the ability to communicate ideas and solutions in a clear and organized manner.
Experience designing eCommerce sites highly preferred
Entrepreneurial spirit with a positive attitude, and the ability to excel in a fast-paced environment.
Apply"
