Title,Location,Company,Description
IT Support,"Northbrook, IL","Genesis Technologies
3.8","Do you have a passion for technology and helping others?
Genesis Technologies is one of the nation’s most notable managed print services providers working with mid- sized to Fortune 100 companies in improving their document output systems to improve their operational bottom line and achieve operational efficiency.
Our growth and success for over 20 years has been closely tied to the relationships we have with our customers. Genesis Technologies is seeking a talented & dynamic individual to fill our IT Support position.
Summary: The IT Support Employee will be monitoring and maintaining computer systems and internal software solutions at Genesis. This individual will be primarily responsible for installing and configuring computer systems, diagnosing hardware and software faults and providing technical support to Genesis employees.
This role includes but is not limited to:
 Set up, configure and manage computer systems
 Maintain and support internal billing software
 Maintain and support internal document management software
 Provide IT assistance to internal Genesis employees
 Identify, research, and resolve internal issues
To be successful in this role the key qualifications are:
 Software and reporting tools experience
 Computer networking experience
 Focused and not easily distracted
 Confident and self-motivated
 The ability to escalate to management proactively and accordingly
 Willingness to learn new systems and procedures on an on-going basis
Our investment doesn’t stop with the customer; it carries over to our employees. We seek a long-term relationship to grow your career. Find out why Genesis Technologies was again voted one of Chicago’s 101 Best and Brightest Companies to work for in 2018, email your resume for review to jobs@gentechol.com."
IT Technician,"New Orleans, LA","Collegiate Academies
4.6","Description


We are a growing organization of charter schools that is expanding significantly in New Orleans and Baton Rouge over the coming years. We are looking for all-star performers to add to our team -- individuals deeply committed to the Collegiate Academies mission and to bringing great educators to the team to help achieve it.

As an organization dedicated to older kids, we have a unique opportunity to prove that every child can reach the highest bar -- college -- or their most rigorous post-secondary option. We are committed to this mission for every child. We are committed to providing college-aligned coursework and curriculum, full high school co-curricular programming, robust mental health services, school wide restorative programming, and to specialized programs to serve all types of learners. There are few organizations in education doing these things at the high school level.

The mission of the IT Technician is to provide reliable high quality IT support to all schools by (1) ensuring that 95%+ of student devices are operable and accounted for at all times and (2) working closely with our outside vendors to ensure that our network hardware is working at all times.

The IT Technician supports the mission of Collegiate Academies and the success of our students through technical assistance and training of school-based staff. They must be an enthusiastic, passionate, and reliable partner to our schools and a constant model of excellent customer service. Our ideal candidate is passionate about technology, the impact of his/her work on students, and CA's mission to build world-class public schools that prepare all students for college success and lives of unlimited opportunity.

Collaboration and Professional Development
Ensure that all staff, teachers, and students have access to the technology needed to meet their goals and CA's Mission.
Provide current, cutting-edge information to support decision-making on academic and administrative technology matters.
Tests proposed technology applications, tools, and programs to (1) provide feedback for administrative decisions, (2) ensure appropriate acquisition of educational/operational technology solutions, and (3) assist and develop others with these functions.
Support the development and implementation of a plan to ensure the security of our network systems and student data.
Implementation, Maintenance, and End User Support
Support the implementation of operational and educational technology initiatives (e.g. new systems, educational programs, hardware). Assist school and CMO staff with successful implementation through training and troubleshooting.
In collaboration with other leaders, evaluate policies and procedures around the use of technology and software to ensure compliance with federal laws, state laws, and our values.
Provide school level Operations staff with the training, resources, and direct support needed to ensure effective management and maintenance of instructional technology.
Direct the installation of technology systems and tools (e.g. hardware, software, systems, wiring, specialized applications and tools) for the purpose of ensuring the safe, timely and efficient installation of technology equipment and services.
Authorize permissions and individual access to technology applications or services for the purpose of ensuring proper access to technology systems by staff, students, parents and others consistent with local, state, and federal policies, as well as CA's operating guidelines and policies.
Oversee technology operations for the purpose of ensuring an effective, efficient and safe environment, where IT hardware, services, and applications are utilized appropriately and efficiently to support all administrative and educational functions.
Effectively manages all IT vendors and consultants to meet the instructional, operational, and financial needs of our schools.
Communicate technology related activities or service interruptions in a timely manner to all stakeholders.
Establish a Help Desk and/or work order management system that works in concert with school level technology support and repair services to support end users in schools and the CMO.
Act as first responder to infrastructure trouble tickets such as switching, wireless, internet and server issues.
Serve as escalation point for school-based operations staff providing guidance and additional support for complex issues.
Identify, troubleshoot and resolve hardware, software and network related issues affecting end users.
Manage external IT vendors during scheduled systems upgrades outside of normal business hours as needed.
Regular maintenance of active directory & group policy to ensure user and computer policies effectively being applied
Deploy and update devices via district MDM solution.
Support computer based assessment systems and devices to ensure flawless operations during all testing cycles.
Travel between schools in New Orleans and Baton Rouge required.
Procurement and Budget Management
Analyze technology needs in consultation with school and CMO level leaders and end users; recommend updates, replacements or enhancements of hardware and/or software; and manage the purchase, delivery, and installation of new systems.
Work with the school and CMO leaders to align programmatic needs and outcomes with planned expenditures for technology, in order to promote the most cost-effective use of resources.
Manage processes for the procurement, inventory and surplus of technology equipment, systems and related services to ensure that all technology purchases for goods and/or services are consistent with CA's technology objectives, and that equipment is properly inventoried or surplused consistent with local, state, and federal regulations.
Qualifications:
Associate Degree or commensurate; Bachelor's Degree Preferred.
2+ years experience in a technical/systems support role.
A strong service orientation and focus on ensuring that network and other technology resources are available and used safely and responsibly rather than limiting access.
Proven track record of thinking big, managing multiple priorities, working with ambiguity and delegating.
Proven ability to communicate with and work well with all levels within an organization specifically working effectively within the culture and processes used in educational organizations.
Proven record of accomplishment in technology planning, implementation, and management, ideally in a K-12 academic setting.
Proven track record of integrating technology into a classroom setting.
Highly organized with strong project management skills, and drive to meet organizational and departmental objectives; ability to manage projects on interrelated time lines.
Excellent troubleshooting skills; ability to narrow down the cause of an issue and determine a solution.
Experience preparing and managing budgets.
Broad knowledge of industry standards and best practices in the use of technology in schools.
Proven ability to effectively negotiate with and manage vendors and consultants.
Knowledge of student data systems (i.e. PowerSchool), a strong plus.
Basic understanding of HTML and website development and maintenance required within a G Suite for Education Domain.
Experience with a range of software, hardware, and operations systems (Windows, Mac, IOS, Chrome OS).
Strong understanding of the process and requirements to: setup, configure, and managing network components. Not limited to managed switches, manage of multiple plans on the network, manage an enterprise wireless network with multiple AP’s, manage network operating systems. Actual experience a strong plus.
Strong understanding and experience working with MS Active Directory, group policies, security groups, and network logon scripting a strong plus.
Setup and operational knowledge of Windows 7, Microsoft Server. Linux server and Mac OS X experience/knowledge a strong plus.
Knowledge of classroom technology including SmartBoards, document cameras, sound systems, projectors, cameras, etc. a strong plus.
To Apply

Please submit a resume and your answers to the following questions. You may want to plan your answers in advance. Though not required, you may also include a cover letter. In your cover letter, please explain how you heard about Collegiate Academies and your interest and qualifications for the position.
Why do you want to work at Collegiate Academies?
What is your greatest strength as a professional? Where do you need to grow the most?
What do you find gives you the most energy on a daily basis in your current role? What do you find drains the most energy?
In 500 words or less, describe how you would meet the goals of this role.
Collegiate Academies encourages individuals of all identities and backgrounds to apply for this position. We are an equal opportunity employer fully committed to hiring a talented and diverse group of individuals. Collegiate Academies does not discriminate on the basis of race, religion, creed, color, national origin or ancestry, age, sex, gender identity, sexual orientation, marital status, veteran status, disability, or any other category protected by applicable law. In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification form upon hire. Being authorized to work in the U.S. is a precondition of employment. Collegiate Academies does not sponsor employment visas."
"Manager, IT Infrastructure","South San Francisco, CA","Global Blood Therapeutics
4.2","MANAGER, IT INFRASTRUCTURE

Position Summary:


The primary responsibilities of the Manager, IT Infrastructure will include administration of the following: Active Directory; Office 365, including Exchange Online and SharePoint Online; Okta single sign-on; Box file services; Microsoft SCCM; AirWatch; and RingCentral/Zoom.

GBT will be adding many new SaaS apps as we move toward commercialization, and we are looking for an exceptional individual to move the IT infrastructure forward in support of that goal.

Essential Duties and Responsibilities:

Ensuring that best practices are applied in support of GBTs Active Directory and Office 365 implementation, including Exchange Online and SharePoint Online
Maintenance of Okta infrastructure, including the addition of new SaaS applications
Provide assistance to GBTs managed services provider, who is responsible for infrastructure monitoring and management. To include, but not limited to: Windows and Linux servers, storage, firewalls, network switches, wireless network, VMWare, and backups.
Supporting GBTs Box environment, including migration of existing file repositories
Administration of SCCM system to ensure that corporate laptops and desktops have appropriate security patches.
Administration of GBTs mobile device management system for corporate and BYOD devices
Administration of endpoint security and email security systems
Administration of RingCentral unified communication system and Zoom conferencing system
Implementation of disaster recovery policies and procedures
Providing second level support for help desk issues. When necessary, provide assistance with first level issues
Production of policy and procedure documents to support compliance initiatives
Must be available to participate in off-hours escalation rotation
Qualifications:

BA/BS in computer science, management information systems, or an equivalent combination of education and experience that demonstrates analytical skills, problem solving, initiative, judgment, decision making and writing ability
8+ years of experience supporting computer systems on a wide variety of platforms
Expert knowledge of Active Directory and Group Policy Objects
Experience with Windows, Exchange and SharePoint in a production environment
Proficiency with Microsoft SCCM for patching and application deployment
Experience with AirWatch MDM
Experience with AWS or Azure
Experience with BitLocker and MBAM
Proficiency with layer 3 switches, including VLAN configuration and subnet routing
Experience with enterprise backup systems
Understanding of single sign-on technology
Comprehensive knowledge of computer security concepts and best practices
Strong troubleshooting and analytical skills
Experience with writing shell scripts to automate tasks
Strong interpersonal and customer service skills
Must be motivated, resourceful and creative, and excited to work hard in a fast-paced environment
Experience with hard drive encryption implementation is desired
Biopharma industry experience is a plus
Fit with GBT culture:

Ability to build strong relationships with co-workers of various backgrounds and expertise
Ability to function at a high level in a team setting
Values-based leadership consistent with GBT's Core Values
Excitement about the vision and mission of GBT
Flexibility
Integrity
NOTE: This position summary is not intended to be all-inclusive. Employee may perform other related duties as negotiated to meet the ongoing needs of the organization.

Global Blood Therapeutics is an equal opportunity employer, and all qualified applicants will receive consideration for employment without regard to age, race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, or disability status, or any other characteristic protected by law."
IT Systems Engineer,"Milan, IL","Group O
3.2","The Systems Engineer is responsible for the integration, installation and maintenance of hardware and software systems in all Group O environments. The primary focus is network infrastructure but will also include related server systems, telecommunications, appliances, cloud hosted solutions as well as supporting design and process documentation.

Design and deploy enterprise-wide IT solutions for the voice and data infrastructure
Ensure effective systems design and integration (network, server, endpoint, manufacturing) ensuring a high level of business continuity
Coordinate activities with other IT teams especially; Information Security team, Systems Operations, IT Service Desk and Server Administration
Manage hardware life cycle including; end-of-life transitions, new technology validation and acceptance testing, license management
Perform maintenance continuous system health checks, use administration, and timely application of patches and upgrades
Ensure that activities are in compliance with security policies, standards and guidelines as defined by the Information Security team
Produce and manage controlled documents
Technical escalation to vendors and consultants
Serve as an escalation resource for advanced diagnostics or extended problem management resource for internal teams
Special projects and process improvement as needed

4-year Technical Degree or 4 years of professional experience
Interdisciplinary experience; network, security, server and endpoints
Certification in one or more of the technical disciplines above"
IT Intern,"Timbuctoo, NJ","Sun Basket
3.7","Sun Basket is the #1 healthy meal kit in the United States. The company has grown rapidly from $0-$200M+ revenue over the past 4 years. Ranked the #1 online healthy eating platform by Epicurious in 2019 and Buzzfeed 2 years in a row, Sun Basket is disrupting the $650B grocery market with a fundamentally healthier, easier, and more personal way to cook and eat at home. Backed by top-tier investors, Sun Basket is based in San Francisco, CA and delivers millions of meals nationwide each month.

Sun Basket is seeking an IT Intern, who is highly skilled, self-motivated and passionate about information technology. This is an exciting opportunity to be part of the team! The IT intern will be responsible for providing technical assistance and support related to all network and computer systems, hardware, software, information systems platforms for end-users. Experience monitoring and supporting desktop duties - network printers, file servers, printer servers, etc.
What you'll be doing:
Independently investigate and implement solutions to technical issues
Solve technical help tickets submitted via phone, email, and walk-ups
Provide IT assistance for operating systems, productivity software, and a variety of other software applications used internally Office 365, G Suite by Google Cloud, Slack, Zoom Meeting, etc.
Identify recurring technical issues and propose solutions to address the root of the problems
Understanding of basic networking concepts
Experience installing and configuring operating systems, networked and local printers, and business applications (Apple Macintosh Laptops/Desktops)
Eager problem-solver who listens to employees and actively resolves problems with grace and integrity
Knowledge about computer hardware, cables, connections and basic software
Ability to do electronics troubleshooting, analyzing information, good judgment in making decisions
Exceptional client/customer service skills, equipment maintenance, ability to report work-related issues to management must maintain confidentiality, quality focus, results-driven, supply management, ability to multitask, attention to detail and good oral and written communication skills
Who you are, and why you're right for us:
The ideal candidate should have excellent oral and written communication skills
Organizing skills their work load using tools like MS Excel, Word, PowerPoint and office equipment.
MUST be Pursuing a IT related degree or training
Preferred 1-2 years working in Technical support positions
Experience in small, high-growth companies is desired
Excellent communication and interpersonal skills
Strong attention to detail
We are an Equal Opportunity Employer. It is the policy of Sun Basket, Inc. to provide equal employment opportunities to all qualified applicants and employees without regard to sex (including pregnancy, childbirth, breastfeeding or related medical conditions), race, religious creed (including religious dress and grooming practices), color, gender, gender identity or expression, national origin, citizenship, ancestry, physical or mental disability, medical condition (including cancer and genetic characteristics), genetic information, marital status, registered domestic partner status, age, sexual orientation, military service status, veteran status, domestic violence victim status or any other characteristic protected by federal, state or local law or ordinance or regulation.

We value diversity and encourage all qualified candidates to apply. In accordance with applicable laws, we will consider for employment qualified applicants with arrest and conviction records. Sun Basket, Inc. also provides reasonable accommodations to applicants and employees with disabilities or for sincerely held religious beliefs or practices to the fullest extent required by law. If you would like to request an accommodation or believe you have been subject to discrimination, please contact the Company’s Human Resources Department."
IT Support Specialist,"Savannah, GA","TICO
3.6","TICO (Terminal Investment Corporation) is a recognized leader in the terminal equipment and services industry. Due to continued growth, TICO is looking for an experienced

IT Support Specialist to join our Team

Some of the benefits of this exceptional opportunity are:
Stability TICO offers over thirty years of success in manufacturing, operating and maintaining a fleet of heavy equipment. TICO is a well-established player in the industry.

Growth - You will be working in a growing industry According to the U.S. Department of Commerce and Bureau of Labor Statistics, logistics is one of America's largest and fastest growing industries. The market for logistics equipment and systems in America exceeds $156 billion per year.

Make an Impact This is a great opportunity to work in a small family atmosphere where your opinions and suggestions are heard. As a member of the team, you can make a difference and impact the organization.

Under the direction of the Director of Information Technology, this position will provide first and second-line technical support to internal staff. The successful candidate will require an aptitude for working with network equipment and systems to undertake analysis, diagnosis and resolution. This may range from advanced to more basic technical issues, including receiving and logging end user and network issues in our online ticketing system, managing calls from internal staff via telephone or email, troubleshooting of IT related problems from software to hardware, switches, firewalls, laptops, PCs, phones, printers and escalating unresolved issues to IT Manager. Also expected to take ownership of user problems, follow up on unresolved issues and communicate progress in a timely manner. There is also a range of administrative duties including but not limited to recording of Equipment Asset Information, assist staff with technical issues, including applications, network issues and or any related technologies. Configure and deploy network equipment, Desktops, Laptops, and Printers. Diagnose and resolve software issues related to Microsoft Operating System.

Principal Duties:
Must have strong focus on supporting End Users and Network Equipment.

Ability to Communicate Effectively.

Multitask and prioritize tasks as the situation dictates.

Troubleshoot, repair, and deploy network equipment, computer hardware, software and peripherals.

Self-starter and ability to perform described tasks with minimal supervision.

Good interpersonal Skills and ability to interface with Senior Level Management.

Dell, HP, Sonicwall, Citrix, Aruba, Ubiquiti, Microsoft, Linux knowledge is a plus.

Microsoft Operating Systems

Ability to Troubleshoot Network and System Issues and resolve in a Timely Manner.

Perform Site Surveys and provide solutions to IT Manager and Senior Level Management.

Employment is Contingent on Passing Background Check, Drug Screen and Must Have Clean Driving Record. Must be able to obtain TWIC Credential.

We offer a comprehensive benefits package to our employees and their families which includes health, dental, vision, disability and life insurance, 401K, vacation and paid holidays.

TICO is a Drug-Free Workplace.

To learn more about TICO, visit our website at www.ticotractors.com.

Join us today!"
Manager Revenue Cycle IT,"Altamonte Springs, FL","AdventHealth Information Technology
4.0","Description

Position Title AdventHealth Information Technology

Location Address: 902 Inspiration Avenue, Altamonte Springs, Florida 32714

Top Reasons To Work At AdventHealth Corporate
Great benefits
Immediate Health Insurance Coverage
Career growth and advancement potential
Award-winning IT Department
Work Hours/Shift:
Full-Time, Monday Friday
You Will Be Responsible For:
Achieves information systems staff results by communicating job expectations; planning, monitoring, and appraising job results; coaching, counseling, and disciplining employees; initiating, coordinating, and enforcing systems, policies, and procedures.
Maintains staff by recruiting, selecting, orienting, and training employees; developing personal and staff growth opportunities. Responsible for Annual Reviews and 90-day post hire review for all direct reports.
Sustains information systems results by defining, delivering, and supporting information systems and applications including but not limited to; Hospital Based Billing Systems, Workforce Management and Scheduling, Length of Stay Management, Scheduling Solutions, Patient Access, Medical Records Coding, and Physician Credentialing and Privileging.
Implement Performance Measurement processes like KPI, Status, and Service Delivery standards tracking, in order to assesses information systems results by periodically auditing the systems we support.
Accomplishes financial objectives by determining service level required; preparing an annual budget; scheduling expenditures; analyzing variances; initiating corrective action.
Enhances information systems results by identifying information systems technology opportunities and developing application strategies.
Maintains professional and technical knowledge by attending educational workshops; reviewing professional publications; establishing personal networks; benchmarking state-of-the-art practices; participating in professional societies.
Contributes to team effort across AIT and our Facilities.
Demonstrates attention to detail and accuracy. Defines and organizes tasks, responsibilities, and priorities.
Takes responsibility for timely completion. Applies quality checks in accordance with defined system processes.
Qualifications
What You Will Need:
College Degree (B.A., B.S. or significant commensurate experience) in a field of study such as business, IS, or healthcare related area required.
3+ years experience with healthcare revenue cycle system application support and implementation
3+ years of IT, revenue cycle, financial, clinical/technical background required
3+ years experience with leading groups and projects required

Job Summary:

The Revenue Cycle Manager has extensive understanding of end user system use, the ability to analyze and understand system & business problems, as well as the knowledge to make solution recommendations that meet the organizational goals of maintaining clinical and business systems. With an integrated focus on all procedural areas, the Revenue Cycle Manager develops and promotes a common performance standard across all clinical and business systems. They are dedicated to providing a secure, effective, integrated revenue cycles process delivery system that continually improves outcomes, reduces cost, increases efficiency, and enhances patients and care-givers experiences. In addition, the Manager will play an active role on the AIT management team, participate in interdisciplinary meetings and projects, and promote cross training both within the department and amongst other applications teams.

They will employ a demonstrated understanding of IT Service Management, Change Control, and Implementation processes. The ability to lead discussions with all levels of leadership, clinicians, physicians, and department staff is essential for this position. The Revenue Cycle Manager will participate and direct the Revenue Cycle team in the planning, implementation, and support of clinical, business and revenue cycle projects by applying sound business and IT principles, processes, and applications across the organization. They are responsible for oversight of the team accountable for coordinating with end users in the analysis and documentation of revenue cycle, business and clinical workflows, performing gap analysis, identifying needed process changes, and developing future workflows during the implementation of new solutions or functionality. The Revenue Cycle Manager will oversee a team to assist with process improvement to identify possible future uses of the information systems and potential improvements in the current use of the systems. This can include small to large scale projects for system end user adoption. The Revenue Cycle Manager must utilize the knowledge of clinical, revenue cycle and business practice, computer science, and information technology to manage data and determine components that are suitable to build while maintaining alignment with the professional standards of practice in a manner compliant with regulatory agencies that have oversight of Hospital Operations.

This facility is an equal opportunity employer and complies with federal, state and local anti-discrimination laws, regulations and ordinances."
IT Support Analyst,"Dulles, VA","National Rural Utilities Cooperative
3.4","• Provide technical support to end users for all desktop hardware and Office 365 software.
• Responsible for the installation, configuration and maintenance, including analyzing and troubleshooting problems, of workstations, mobile devices, desktop phones and desktop applications.
• Assists in the support of applications on the Windows and mobile platforms.
• Contribute technical solutions to the team’s knowledge base, to speed future issue resolution.
• Develop solid working relationships with business partners to improve service stability.
• Resolve problems in person or remotely to ensure that business partners’ computer systems work correctly.
• Assist in monitoring and responding to operational and security incidents and events.
• Participate in night/weekend on-call support rotation.

IT Support Analyst

Join a member-driven leader in a fast-paced, challenging and collaborative environment with the shared mission of supporting America’s network of rural electric cooperatives. Since its formation in 1969, National Rural Utilities Cooperative Finance Corporation, or CFC, located in Dulles, Virginia, has provided capital and industry-leading financial products to more than 900 not-for-profit, consumer-controlled utility systems across the United States. Our exceptional team delivers the “CFC Difference” that encompasses our values of service, integrity and excellence in all our interactions.

CFC has a need for a IT Support Analyst in the BID - Business Technology Services group. In this position you will have the opportunity to provide technical support and assistance to end users and for provisioning accounts, endpoint hardware and software. The Associate will also assist with the monitoring of operational and security events and assist in responding to incidents.

As a IT Support Analyst, you will:

• Provide technical support to end users for all desktop hardware and Office 365 software.
• Responsible for the installation, configuration and maintenance, including analyzing and troubleshooting problems, of workstations, mobile devices, desktop phones and desktop applications.
• Assists in the support of applications on the Windows and mobile platforms.
• Contribute technical solutions to the team’s knowledge base, to speed future issue resolution.
• Develop solid working relationships with business partners to improve service stability.
• Resolve problems in person or remotely to ensure that business partners’ computer systems work correctly.
• Assist in monitoring and responding to operational and security incidents and events.
• Participate in night/weekend on-call support rotation.

To be successful, you will need:

• Undergraduate degree in Computer Science or related technical degree, or equivalent work experience required.
• 2 years previous experience in an information systems administration or operations role required.
• CompTIA A+, ITIL or any related certification highly desired.
• Ability to perform troubleshooting and analysis with supervision.
• Knowledge of desktop and laptop architecture and troubleshooting.
• Knowledge of Microsoft Windows, Microsoft Office, VMWare VDI and Active Directory.
• Excellent customer service and interpersonal skills.
• Strong analytical abilities.
• Ability to work independently and judgement to escalate to management when necessary.
• Strong verbal and written communication skills.
• Ability to follow documented processes and procedures.
• Ability to establish and maintain strong relationships with internal and external customers.

We offer a comprehensive benefits package that includes short-term and long-term incentive opportunities; an employer-paid pension plan; 401(k); medical, dental and vision insurance; a generous leave policy; onsite gym; and more—all in a friendly, professional work environment. For additional information, please visit our website at www.nrucfc.coop.

CFC is an Equal Opportunity Employer committed to workforce diversity."
IT - IT Support Specialist,"Dallas, TX","A-Max Insurance Services
3.6","Monday, October 7, 2019
A-MAX Auto Insurance is an industry leader that specializes in providing low cost insurance to thousands of Texas residents and businesses. At A-MAX, we are dedicated to exceeding expectations by continuing to set forth our commitment of providing excellent service, affordable rates, and convenient locations. We are on an exciting growth journey and need exceptional talent to drive our vision. To view many great employment opportunities, please visit www.amaxinsurance.com/careers and apply!
A-MAX Auto Insurance
IT Support Specialist

Description:
Under the supervision of IT Help desk supervisor provides support to end users for PC, server or mainframe applications and hardware. Interact with network services, software systems engineering, and/or applications development to restore service and/or identify and correct core problem. Simulates or recreates user problems to resolve operating difficulties. Recommend system modification to reduce user problems. Maintain high level of technical skill in fields of expertise. Escalate more complex problems to authorized access level.

Essential Duties and Responsibilities:
* Conduct outbound calls regarding emails, web base trouble tickets, and technical issues from employees including but not limited to hardware, software, email, enterprise applications, Networking, Database, Internet and Phone systems etc.
*Initiate the resolution of user and support issues, to ensure timely resolution of problems and positive impact on user satisfaction. User satisfaction is determined by a customer set SLA.
*Rapidly resolve and respond to questions received via telephone, e-mails, letters, and callbacks. *Communicate with end users on status of their issues.
*Convey and coordinate problems to appropriate individual based on established guidelines and procedures. Refer more complex problems to senior levels.
*Participate in team projects that enhance the quality or efficiency of help desk service.
*Assist in special product-related issues as needed.
*Develop business and technical writing skills. Where possible you may be required to document technical process and procedures.
*Maintain and produce required reports.
*Problem solving management techniques to eliminate problems
*Adhere to all company policies and procedures.
*Assist the department in creating Policies and procedures for department and mainly for end users that can assure the information privacy and security levels of the company
*Adherence to and compliance with information systems security is everyone's responsibility. It is the responsibility of every computer user to: Know and follow Information Systems security policies and procedures. Attend Information Systems security training, when offered. Report information system security problem
*Perform other duties as assigned.

Education/Experience Background:
*High school diploma or GED.
*Some college coursework in information systems or equivalent required.
*4-year degree or equivalent experience preferred.
*COMPTIA A+ is required
*2+ year experience in desktop and network systems support.
*Working knowledge of procedures, utilities and program scripts is required. Good knowledge of business principles, knowledge of information systems, good interpersonal skills for client interaction, good analytical and problem solving skills, good knowledge of company products required.
*Superior communication and customer service skills required.
*Proven success in a fast paced, changing environment.
*Effective oral, written and interpersonal communications skills
* Travel up to 20%

Note:
This job description is intended as a guide to reflect the principal functions of the job. However, it is not an all-inclusive listing of the required job functions and functions may vary. Further, the job description is subject to change at the discretion of Managing Partner.

About A-MAX Auto Insurance
A-MAX Auto Insurance is an industry leader that specializes in providing low cost insurance to thousands of Texas residents and businesses. At A-MAX, we are dedicated to exceeding expectations by continuing to set forth our commitment of providing excellent service, affordable rates, and convenient locations.

Headquartered in the heart of Dallas, Texas, AMAX Auto Insurance has rapidly expanded its company's growth since its inception in 2002 and today has more than 120+ locations throughout the state of Texas.

A-MAX actively fosters the growth of our employees and company to maximize our positive impact in the community. Our motivation is to provide sustainable career opportunities for our employees and reward them for their dedication and commitment.

BENEFITS INCLUDE: Health Insurance I Dental Insurance I Vision Insurance I Life Insurance Competitive Base Pay I Specialized Training I Overtime Pay I Paid Holidays I Paid Vacations Sick Leave(Salaried) I Short Term Disability I Long Term Disability I AD&D I Growth Opportunities

A-MAX is an Equal Opportunity Employer (EOE). Qualified applicants are considered for employment without regard to age, race, color, religion, sex, national origin, sexual orientation, disability, or veteran status.
** The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job.** While performing the duties of this job, the employee is frequently required to stand; walk; use hands to finger, handle or feel; and reach with hands and arms. The ability to work within safety guidelines as it pertains to AMAX standards of operations.
Note
This job description is intended as a guide to reflect the principal functions of the job. However, it is not an all-inclusive listing of the required job functions and functions may vary. Further, the job description is subject to change at the discretion of Managing Partner.
If you wish to apply, please apply at www.amaxinsurance.com
A-MAX Auto Insurance is committed to creating a diverse environment and is proud to be an equal opportunity employer.
Other details
Pay Type Hourly"
IT Solutions Architect,"Spartanburg, SC","Denny's
3.1","Job Summary

We are seeking a highly qualified and motivated Solutions Architect to define and implement an all encompassing architectural vision to drive the technical direction of Dennys portfolio of Marketing Technologies. The successful candidate will partner with the leadership team to deliver Marketing solutions, strategies, and support the technical stack through engagement with external partners and internal experts. Candidates must be results driven, customer focused, a technical expert, and skilled at building internal and external relationships.

Essential Functions (Key Responsibilities)
Build strategic road map (3 year plan) on Marketing Technology domain to continuously rationalize the solutions landscape in collaboration with the business
Ensure alignment with Support functions and business processes for Marketing solutions (face of Support Functions)
Develop, in partnership with other IT leaders, the technology strategy for marketing systems that are centered on standard and sustainable solutions
Collect and prioritize business demands from Business Partners and Support functions
Maintain architecture referential (business process, application, data) regarding marketing solutions
Contribute to and validate project scoping, general design and business case. Ensure business case follow up (value realization.) Ensure handover to project teams.
Participates in change control board to ensure products moving into production meet requirements.
Analyze technology industry and business and determine their potential applicability.
Ensure all areas of governance compliance are maintained and documented
Project management responsibilities following a standard methodology.
Education and Experience Requirements
Engineering degree in information technology preferred, minimum of a Bachelors Degree in Computer Science or business discipline; other Advanced degree or relevant experience.
5+ years of leadership in Enterprise Systems functional design and support within IT, where experience was gained with large-scale technology implementations and / or large-scale change enabled by technology.
Required Knowledge and Skills
Experienced in the implementation and support of CRM, Ecommerce platforms, Marketing Automation, CMS, or other Marketing Operations tools
Proven track record in delivery of large, complex initiatives where technology is the driver / enabler.
Understanding of and experience in defining and managing a portfolio of products and / or services that enable new capabilities for an organization.
Strong skills documenting architectures and designs for complex systems. Along with a strong ability to translate business/functional/non-functional requirements into detailed architectures/designs.
Experience and knowledge of software / technologies along with best practices of leveraging technology to drive competitive advantage in operations or guest experience.
Proven ability to collaborate, negotiate, and influence stakeholders , focused on business process improvements, technology strategy; prioritization and phasing of key initiatives.
Denny's, Inc. is committed to providing equal employment opportunity for all persons regardless of age, race, creed, color, national origin, citizenship status, religion, sex, sexual orientation, gender identity, disability, genetic information, military or veteran's status, criminal background, or any other characteristic protected by Federal, State, or local law.

Applicants requiring reasonable accommodation for any part of the application process should contact 864-597-8000. PLEASE DO NOT CONTACT THIS NUMBER TO CHECK THE STATUS OF YOUR APPLICATION."
