Title,Location,Company,Description
Software Engineer,"Columbia, MD","Fortego
5.0","If you enjoy designing, developing and analyzing hard logic problems, consider growing with our team of engineers who never shy away from understanding Windows or Linux OS internals such as processes, threads, synchronization, drivers, virtual memory, kernel objects, etc. At Fortego, you will embark on a journey of exciting, impactful & highly technical work with good people that treat you like family.

If you’re a developer with any of the following experience who can think outside-of-the-box, who aren’t afraid of breaking things, and who enjoy doing things in ways they aren’t supposed to be done, with a TS/SCI with a Polygraph, we encourage you to apply.
As an ideal candidate, you will have any of the following experience:
C, C++, x86 Assembly programming
Windows, Linux, Mobile, Embedded Systems
Strong knowledge of OS internals
Network experience (sockets, TCP, UDP, Wireshark)
Experience with build systems
Desired, but not required:
Python, Ruby experience
Reverse Engineering experience (IDA Pro, WinDbg, etc)
Kernel Development experience
Vulnerability analysis and exploit development experience
Required qualifications:
TS/SCI with a Polygraph
Minimum of 4 years of experience or a bachelor's degree
Looking for junior, mid, and senior level engineers
The benefits:
Rewarding your hard work: Referrals, sign on, profit sharing, quarterly awards… need we go on?
Generous training budget: Designed by you.
PTO that has your back: For the families and the unbounded adventures, from furloughs to inclement weather, we are there.
Top-notch health care and 401k package: If these drive you, this is your stop.
Something always going on: Team lunches, happy hours, fantasy leagues, game nights, homebrew competitions and monthly family events.
We support innovation: Got an idea? Want to learn something new? Whatever it is we will help see it through.
About Fortego:
Fortego helps solve some of the most difficult cyber issues the world faces today. Our employees spend their working hours deep in the trenches handling the most critical and exciting challenges on the national security front. As for the other hours of the day, you will find Fortego employees kicking back and enjoying benefits that span from family activities to sporting events, supporting veterans in the community, and exploring new tech.
Fortego is an Equal Opportunity Employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, or any other characteristic protected by law.
About Fortego
Fortego helps solve some of the most difficult cyber issues the world faces today. Our employees spend their working hours deep in the trenches handling the most critical and exciting challenges on the national security front. As for the other hours of the day, you will find Fortego employees kicking back and enjoying benefits that span from family activities to sporting events, supporting veterans in the community, and exploring new tech.

Fortego is an Equal Opportunity Employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, or any other characteristic protected by law."
Software Engineer,"Princeton, NJ","ALK Technologies
3.9","Were looking for passionate software engineers at all levels of experience, from college graduates to senior-level professional. Trimble MAPS is an established leader, providing software solutions for the transportation and logistics needs of our customers. Our engineers directly shape our future and have the opportunity to influence products from day one.

This role is important because we are building the next generation of products across all major mobile and desktop platforms while also maintaining our existing revenue-generating products already in the field. We need more talented and versatile developers to help solve a range of interesting problems.

Job Description:
Software Engineers at Trimble MAPS are responsible for designing, implementing, testing, and maintaining our products. This specific position requires work in a few potential areas, including initiatives related to improving the quality of our map data, supporting existing products in the field, and implementing new product features. Most importantly, this position requires a strong coder and persistent problem solver, who desires to: 1) take pride in overall product and code quality, 2) solve challenging problems individually, 3) learn new skills as the need arises, and 4) help automate testing for new and existing features.

Qualifications:
BS in Computer Science, or similar degree
Excellent coding, debugging, and problem solving skills
Professional or academic experience coding in C++, C#, or Python
Experience using object oriented concepts in any programming language
Experience using complex data structures and algorithms to solve problems
Understanding of relational databases and SQL
Understanding of multi-threaded application design and implementation
Desire to automate unit and integration testing
Basic understanding of web services and HTTP is a plus
Strong verbal and written communication skills
Trimble MAPS is located on Route 1 in Princeton, NJ in a new office beautifully designed to support our recent and expected future growth. Princeton is conveniently located between New York City and Philadelphia.

Trimble MAPS offers great benefits such as a generous PTO package, paid healthcare, 401K, stock options, ESPP, education reimbursement, and many wellness initiatives. We also offer flexible schedules, casual dress, volunteer opportunities, child care discounts, and a corporate womens network.

Trimble is proud to be an Equal Opportunity and Affirmative Action Employer and considers qualified applicants for employment without regard to race, gender, age, color, religion, national origin, marital status, disability, sexual orientation, status as a covered veteran in accordance with applicable federal, state and local laws, or any other protected factor. EOE/M/F/V/D

#engineering"
Software Engineer,"Carmel, IN","Seven Corners
4.1","Job Title: Software Engineer

About Us:


We were founded in 1993 on the simple belief that we solve the insurance industrys most challenging problems with innovative solutions and extraordinary service. We have proven it.

As one of the leading international travel insurance and specialty benefit management companies in the world, we service over 800,000 customers each year including international travelers, US government agencies, corporations, foreign governments and insurance companies.

With a diverse and growing global workforce of the best and brightest talent, Seven Corners is a fast paced, innovative company with no plans to slow down soon.

Our values drive each decision we make and each action we take. They are our guide for how we treat each other and our customers. These beliefs are the heart of the company culture and define what it means to work at Seven Corners.

Our Culture:


Our culture is what makes us, us it is the unique vibe you feel when you walk through our doors, the passion we bring to creating innovative solutions and the extra mile we go to put our customers first. It is a way of feeling and behaving toward each other and our customers. It is the values we hold to be true. It is in every decision we make and every action we take.

Our Values:


Customers Come First

We Innovate

We do the Right Thing

We own the Solution

We are Precise

What you would do here:


As our highly motivated full-stack Software Engineer, you will work on an agile team delivering value at every increment to our customers and internal team members. Within this position you will be required to thoroughly understand modern software development techniques (TDD, CI/CD, pair & mob programming) and working on an agile team. You must also show the capacity to work in a fast-paced and innovative software development environment. You will develop and manage effective working relationships with other departments and personnel to co-develop our software solutions. To be effective, you must be self-motivated and work well in a team as well as independently.

What you already know and have done:
Work within an agile team to design, implement, and deliver value at a regular interval
Work daily with our business partners to understand their need and co-develop a solution
Design and develop web applications, mobile apps, and other cloud-based solutions
Design, develop, and work with RESTful APIs
Write unit, integration, and automated tests
Review code written by your team members
Utilize continuous integration to ensure high quality code is being delivered
Use both pair and mob programming approaches
Participate in sprint planning, daily stand-ups, and sprint review meetings
Support the solutions we produce
Participate in blame-less post mortem to learn from our mistakes
Participate in focus groups (Monitoring & Performance, Environment management, Cloud stuff, Build/Release management, and Change Management)
Continue to further your education by acquiring certificates to learn and stay current on technology, best practices, and software development methodologies.
Ideally you have:

Highly collaborative team player mindset we win or fail together
Dedication to developing quality software quality is everyones responsibility
Passion we call it GAF (geek after five) Maybe its IoT, crafting, wood-working, birding, family, running; whatever it ishave a passion or more than one
Learning and continuous improvement we all have some growing to do
Communication skills we are in constant communication whether its in person or remotely
Bachelors Degree in computer science, computer technology, etc. or equivalent work experience
Development skills using Microsoft-based technologies including REACT, C#, SQL Server, Visual Studio, Entity Framework, various .NET frameworks, LINQ, ASP.NET, MVC, SSRS, PowerBI, Azure DevOps, Xamarin
Other notable skills include Git, JavaScript, TypeScript, HTML, CSS, Angular, Sitefinity, Salesforce
Ability to resolve complex technical problems
Positive interpersonal and communication skills, including the ability to listen, ask probing questions and ensure accurate understanding of the need
Seven Corners hires for culture fit over technical skills and experience. If you have the aptitude and attitude, we can help you grow your career through training, mentoring, increasing responsibility, and being around other rock star employees.

Learn more at https://www.sevencorners.com/corp/careers

Seven Corners, Inc. is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, religion, color, national origin, sex, age, status as a protected veteran, among other things, or status as a qualified individual with disability."
Software Engineer,"Fort Collins, CO","Madwire
4.4","About This Position
Software developers and engineers are vital to Madwire’s mission because they are responsible for the stability and innovation of our many software products.
Who You Are
You are an expert troubleshooter and powerful builder.
You are an infrastructure aficionado.
You are motivated to get the job done and done excellently. Execution Excellence is our standard and our standard is non negotiable.
You are a passionate human: passionate about making a difference in the world, passionate about helping teammates succeed.
You are thorough in your work.
You are curious and ready to learn. Like the clients we represent, our teammates are entrepreneurs. The most successful people at Madwire are those willing to put in the time it takes to become an expert for small business digital marketing.
You comfortably navigate between tasks, willing to learn, and teach others.
What You’ll Do
Help build and maintain Marketing 360, the #1 marketing platform
Work with the team to design performant, scalable and secure software services
Debug and monitor existing services and help resolve problems.
Requirements
Fluent with object oriented PHP and/or other similar languages
Competent in the evaluation and use of design patterns and programming paradigms
Familiar with MVC frameworks
Strong database skills, and firm understanding of MySQL query language
Familiarity with a variety of SOAP and Restful APIs

Bonus Knowledge
Amazon Web Services - RDS, Lambda, Aurora
Docker experience
Service based architecture
Understanding of software design principles like dependency inject, factory patterns, etc
Clean Architecture - Understanding of S.O.L.I.D. principles

Who We Are
We specialize in “Marketing and Design,” we call it “Mad.” It’s in our blood. Our manifesto. Our calling. We love Mad™.
We are a world-class digital marketing company, growing small- and medium-sized businesses through a single, powerful platform.
We provide technology and talent, with Marketing 360 as our powerful software backed by the professional marketing services that the team at Madwire has to offer.
We are a collaborative group, and everyone has some kind of talent that fits into our greater puzzle.
We are an Inc 5000 Fastest Growing Company in America for six years straight.
We are rated the #1 Best Place to Work by Glassdoor (2016).
Joe Kellogg and JB Kellogg have been rated the top CEOs by Glassdoor for three years straight.
We’re ranked in the Top 50 Family-Owned Colorado Companies for six years straight.
We are a Top 10 Marketing Company by Inc 500 (2014).
We ranked #2 on Entrepreneur 360 (2017).

Employee Health Benefits
Healthcare coverage with supplemental dental and vision plans. Eligibility to enter the plan is the first of the month following 2 months of employment.

401(k)
Eligibility to enter plan is first of the month following 60 days of employment.

Paid Time Off
11 paid holidays per year and an additional paid day off for your birthday
80 hours of PTO after 90 days of employment in your first year with the company. Increases to 120 hours at year three and to 160 hours at year four.
Paid time off to volunteer

We Don’t Discriminate
Madwire is an equal opportunity employer and complies with all applicable federal, state and local fair employment practice laws. Madwire strictly prohibits and does not tolerate discrimination against employees, applicants or any other covered persons because of race, color, religion, creed, national origin or ancestry, ethnicity, sex, gender (including gender nonconformity and status as a transgender or transsexual individual), age, physical or mental disability, citizenship, past, current or prospective service in the uniformed services, genetic information, or any other characteristic protected under applicable federal, state or local law. All Madwire employees, other workers and representatives are prohibited from engaging in unlawful discrimination. This policy applies to all terms and conditions of employment, including, but not limited to, hiring, training, promotion, discipline, compensation, benefits and termination of employment.
Madwire complies with the Americans with Disabilities Act (ADA), as amended by the ADA Amendments Act, and all applicable state or local law. Consistent with those requirements, Madwire will reasonably accommodate qualified individuals with a disability, if such accommodation would allow the individual to perform the essential functions of the job, unless doing so would create an undue hardship.

Other Duties
Please note this job description is not designed to cover or contain a comprehensive listing of activities, duties or responsibilities that are required of the employee for this job. Duties, responsibilities and activities may change at any time with or without notice."
Software Engineer,"New York, NY","Argo Group US
3.3","We are an Equal Opportunity Employer. We do not discriminate on the basis of age, ancestry, color, gender, gender expression, gender identity, genetic information, marital status, national origin or citizenship (including language use restrictions), denial of family and medical care leave, disability (mental and physical) , including HIV and AIDS, medical condition (including cancer and genetic characteristics), race, religious creed (including religious dress and grooming practices), sex (including pregnancy, child birth, breastfeeding, and medical conditions related to pregnancy, child birth or breastfeeding), sexual orientation, military or veteran status, or other status protected by federal, state and/or local laws.

Applicants: For the most convenient application experience, please use the “Apply with LinkedIn” button. If manually entering, only include your most recent or relevant job information needed for this role. For either method, please attach your most current resume. Additional job history may be obtained if selected for the interview process."
Software Developer,"Logan, UT","KIHOMAC
3.5","Qualifications
Education/Training (both required and desired):
Bachelor’s Degree in relevant engineering or science discipline required
2+ years of experience may be substitutued for a degree
Preference given to candidate with Bachelor’s Degree in Math, Engineering, or Business Management
Experience:
Solid software engineering background, including object oriented development
Strong experience with Swift for iOS mobile applications
Strong experience with Kotlin for Android mobile applications
Strong Experience of WEB based applications using Java with Electron
Strong experience with backend development using Python with Java
Experience building and managing cloud server infrastructure with AWS
Experience with Software Development Lifecycles (SDLC) such as Waterfall, Iterative and Agile
Experience developing user interfaces
Preference given to candidates with some or all of the following experience:
Working knowledge or experience with building integrations into software applications
Working knowledge or experience with new feature development with mobile and desktop applications
Working knowledge of load and stress testing for desktop and mobile applications
Experience with software architecture and roadmap development
Experience developing user interfaces based on customer experience
Security:
Must be a US citizen
Ability to obtain a security clearance may be required
Expertise and Functions
Develop high-quality software using a variety of technologies
Work in a collaborative, agile environment
Work with stakeholders to capture and develop requirements, set expectations and prioritize development tasks
Follow and improve established standards and processes
Follow sound engineering practices
Keep up-to-date with current programming tools and practices
Participate in planning activities and negotiate expectations
Provide guidance into decisions like feasibility analyses, build/buy decisions, etc.
Provide necessary documentation
Demonstrate high commitment to collaboration and team achievement
Other duties as assigned
KIHOMAC is proud to be an equal opportunity employer. All qualified applicants receive equal consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, or protected veteran status, and will not be discriminated against on the basis of disability."
Software Engineer,"Salt Lake City, UT","Packsize
3.5","Software Engineer

Salt Lake City, UT, USA

Why Packsize?

www.packsize.com

Ever wonder why the products you order arrive in an oversized box filled with air pillows? Packsize ensures that every product can ship in the smallest box possible. Our custom packaging solutions save time, money, and the environment.

We face interesting challenges every day, and not just with boxes! We are a technology company that understands the importance of being at the front of new and innovative technologies to solve those challenges. Our software drives measurable differences in our customers success. Our solutions are industry leading and used at both small and very large enterprises around the world.

What Engineering Does

We work in a Lean-Kanban environment (without ceremonies) as cross-functional teams who develop new products, services, and features of the Packsize platform for our on-demand box making machines, integration with other systems, optimizing complex workflows, and more. We are highly collaborative with Product Managers, UX, senior management, stakeholders, and our customers. We are continuously looking at the health of our engineering culture and how we can learn and improve. We also investigate new technologies and how we will leverage them to solve problems in new and better ways including IoT, cloud, and stream analytics.

Your Experience

As a Software Engineer at Packsize, you will collaborate on a cross-functional team to help them deliver world-class experiences and value for your customers. You will help drive the direction of the product with a continuous evaluation of the existing systems. You will engage in data-driven decisions and validation of assumptions, architectural decisions, and other technical activities.

We have been using C#, RabbitMQ, and MongoDB and are actively pursuing React, NodeJS, CosmosDB, Azure or AWS technologies. We are empowered to will learn the problems of our customers and determine the best technical solutions for our platform. We are not

concerned if you havent worked with our tech stack as we have a greater preference for these attributes:
You are strong, proactive, and driven to deliver valuable, world-class experiences to your customers.
You understand collaboration across teams is essential to success. We win or lose as a team.
You focus on results over process.
You value and take responsibility for the quality of features and code.
You are an excellent communicator. You welcome honest and candid feedback.
You love to learn and to solve hard problems!
Job Snapshot
Employment type

Full-time
Background

Bachelor's degree in Computer Science, Engineering or related field, or equivalent training, fellowship, or work experience.
Location

Salt Lake City, UT, USA

About Packsize:


Founded in 2002 and headquartered in Salt Lake City, Packsize is the worlds leading provider of lean packaging systems for businesses with corrugated packaging needs. Consistently recognized by Inc. 5000, ranked by Deloittes Technology Fast 500, and named one of America's Most Promising Companies by Forbes, Packsize delivers Smarter Packaging for a Healthy Planet® through On Demand Packaging®.

Packsize is an Equal Opportunity employer and is committed to diversity in its workforce. In compliance with applicable federal and state laws, Packsize policy of equal employment opportunity prohibits discrimination on the basis of race or ethnicity, religion, color, national origin, sex, age, sexual orientation, gender identity/expression, veterans status, status as a qualified person with a disability, or genetic information. Individuals from historically underrepresented groups, such as minorities, women, qualified persons with disabilities, and protected veterans are strongly encouraged to apply. Reasonable accommodations in the application process will be provided to qualified individuals with disabilities."
Software Engineer,"Salt Lake City, UT","Packsize
3.5","Software Engineer

Salt Lake City, UT, USA

Why Packsize?

www.packsize.com

Ever wonder why the products you order arrive in an oversized box filled with air pillows? Packsize ensures that every product can ship in the smallest box possible. Our custom packaging solutions save time, money, and the environment.

We face interesting challenges every day, and not just with boxes! We are a technology company that understands the importance of being at the front of new and innovative technologies to solve those challenges. Our software drives measurable differences in our customers success. Our solutions are industry leading and used at both small and very large enterprises around the world.

What Engineering Does

We work in a Lean-Kanban environment (without ceremonies) as cross-functional teams who develop new products, services, and features of the Packsize platform for our on-demand box making machines, integration with other systems, optimizing complex workflows, and more. We are highly collaborative with Product Managers, UX, senior management, stakeholders, and our customers. We are continuously looking at the health of our engineering culture and how we can learn and improve. We also investigate new technologies and how we will leverage them to solve problems in new and better ways including IoT, cloud, and stream analytics.

Your Experience

As a Software Engineer at Packsize, you will collaborate on a cross-functional team to help them deliver world-class experiences and value for your customers. You will help drive the direction of the product with a continuous evaluation of the existing systems. You will engage in data-driven decisions and validation of assumptions, architectural decisions, and other technical activities.

We have been using C#, RabbitMQ, and MongoDB and are actively pursuing React, NodeJS, CosmosDB, Azure or AWS technologies. We are empowered to will learn the problems of our customers and determine the best technical solutions for our platform. We are not

concerned if you havent worked with our tech stack as we have a greater preference for these attributes:
You are strong, proactive, and driven to deliver valuable, world-class experiences to your customers.
You understand collaboration across teams is essential to success. We win or lose as a team.
You focus on results over process.
You value and take responsibility for the quality of features and code.
You are an excellent communicator. You welcome honest and candid feedback.
You love to learn and to solve hard problems!
Job Snapshot
Employment type

Full-time
Background

Bachelor's degree in Computer Science, Engineering or related field, or equivalent training, fellowship, or work experience.
Location

Salt Lake City, UT, USA

About Packsize:


Founded in 2002 and headquartered in Salt Lake City, Packsize is the worlds leading provider of lean packaging systems for businesses with corrugated packaging needs. Consistently recognized by Inc. 5000, ranked by Deloittes Technology Fast 500, and named one of America's Most Promising Companies by Forbes, Packsize delivers Smarter Packaging for a Healthy Planet® through On Demand Packaging®.

Packsize is an Equal Opportunity employer and is committed to diversity in its workforce. In compliance with applicable federal and state laws, Packsize policy of equal employment opportunity prohibits discrimination on the basis of race or ethnicity, religion, color, national origin, sex, age, sexual orientation, gender identity/expression, veterans status, status as a qualified person with a disability, or genetic information. Individuals from historically underrepresented groups, such as minorities, women, qualified persons with disabilities, and protected veterans are strongly encouraged to apply. Reasonable accommodations in the application process will be provided to qualified individuals with disabilities."
Software Engineer,"Salt Lake City, UT","Packsize
3.5","Software Engineer

Salt Lake City, UT, USA

Why Packsize?

www.packsize.com

Ever wonder why the products you order arrive in an oversized box filled with air pillows? Packsize ensures that every product can ship in the smallest box possible. Our custom packaging solutions save time, money, and the environment.

We face interesting challenges every day, and not just with boxes! We are a technology company that understands the importance of being at the front of new and innovative technologies to solve those challenges. Our software drives measurable differences in our customers success. Our solutions are industry leading and used at both small and very large enterprises around the world.

What Engineering Does

We work in a Lean-Kanban environment (without ceremonies) as cross-functional teams who develop new products, services, and features of the Packsize platform for our on-demand box making machines, integration with other systems, optimizing complex workflows, and more. We are highly collaborative with Product Managers, UX, senior management, stakeholders, and our customers. We are continuously looking at the health of our engineering culture and how we can learn and improve. We also investigate new technologies and how we will leverage them to solve problems in new and better ways including IoT, cloud, and stream analytics.

Your Experience

As a Software Engineer at Packsize, you will collaborate on a cross-functional team to help them deliver world-class experiences and value for your customers. You will help drive the direction of the product with a continuous evaluation of the existing systems. You will engage in data-driven decisions and validation of assumptions, architectural decisions, and other technical activities.

We have been using C#, RabbitMQ, and MongoDB and are actively pursuing React, NodeJS, CosmosDB, Azure or AWS technologies. We are empowered to will learn the problems of our customers and determine the best technical solutions for our platform. We are not

concerned if you havent worked with our tech stack as we have a greater preference for these attributes:
You are strong, proactive, and driven to deliver valuable, world-class experiences to your customers.
You understand collaboration across teams is essential to success. We win or lose as a team.
You focus on results over process.
You value and take responsibility for the quality of features and code.
You are an excellent communicator. You welcome honest and candid feedback.
You love to learn and to solve hard problems!
Job Snapshot
Employment type

Full-time
Background

Bachelor's degree in Computer Science, Engineering or related field, or equivalent training, fellowship, or work experience.
Location

Salt Lake City, UT, USA

About Packsize:


Founded in 2002 and headquartered in Salt Lake City, Packsize is the worlds leading provider of lean packaging systems for businesses with corrugated packaging needs. Consistently recognized by Inc. 5000, ranked by Deloittes Technology Fast 500, and named one of America's Most Promising Companies by Forbes, Packsize delivers Smarter Packaging for a Healthy Planet® through On Demand Packaging®.

Packsize is an Equal Opportunity employer and is committed to diversity in its workforce. In compliance with applicable federal and state laws, Packsize policy of equal employment opportunity prohibits discrimination on the basis of race or ethnicity, religion, color, national origin, sex, age, sexual orientation, gender identity/expression, veterans status, status as a qualified person with a disability, or genetic information. Individuals from historically underrepresented groups, such as minorities, women, qualified persons with disabilities, and protected veterans are strongly encouraged to apply. Reasonable accommodations in the application process will be provided to qualified individuals with disabilities."
Software Engineer,"Salt Lake City, UT","Packsize
3.5","Software Engineer

Salt Lake City, UT, USA

Why Packsize?

www.packsize.com

Ever wonder why the products you order arrive in an oversized box filled with air pillows? Packsize ensures that every product can ship in the smallest box possible. Our custom packaging solutions save time, money, and the environment.

We face interesting challenges every day, and not just with boxes! We are a technology company that understands the importance of being at the front of new and innovative technologies to solve those challenges. Our software drives measurable differences in our customers success. Our solutions are industry leading and used at both small and very large enterprises around the world.

What Engineering Does

We work in a Lean-Kanban environment (without ceremonies) as cross-functional teams who develop new products, services, and features of the Packsize platform for our on-demand box making machines, integration with other systems, optimizing complex workflows, and more. We are highly collaborative with Product Managers, UX, senior management, stakeholders, and our customers. We are continuously looking at the health of our engineering culture and how we can learn and improve. We also investigate new technologies and how we will leverage them to solve problems in new and better ways including IoT, cloud, and stream analytics.

Your Experience

As a Software Engineer at Packsize, you will collaborate on a cross-functional team to help them deliver world-class experiences and value for your customers. You will help drive the direction of the product with a continuous evaluation of the existing systems. You will engage in data-driven decisions and validation of assumptions, architectural decisions, and other technical activities.

We have been using C#, RabbitMQ, and MongoDB and are actively pursuing React, NodeJS, CosmosDB, Azure or AWS technologies. We are empowered to will learn the problems of our customers and determine the best technical solutions for our platform. We are not

concerned if you havent worked with our tech stack as we have a greater preference for these attributes:
You are strong, proactive, and driven to deliver valuable, world-class experiences to your customers.
You understand collaboration across teams is essential to success. We win or lose as a team.
You focus on results over process.
You value and take responsibility for the quality of features and code.
You are an excellent communicator. You welcome honest and candid feedback.
You love to learn and to solve hard problems!
Job Snapshot
Employment type

Full-time
Background

Bachelor's degree in Computer Science, Engineering or related field, or equivalent training, fellowship, or work experience.
Location

Salt Lake City, UT, USA

About Packsize:


Founded in 2002 and headquartered in Salt Lake City, Packsize is the worlds leading provider of lean packaging systems for businesses with corrugated packaging needs. Consistently recognized by Inc. 5000, ranked by Deloittes Technology Fast 500, and named one of America's Most Promising Companies by Forbes, Packsize delivers Smarter Packaging for a Healthy Planet® through On Demand Packaging®.

Packsize is an Equal Opportunity employer and is committed to diversity in its workforce. In compliance with applicable federal and state laws, Packsize policy of equal employment opportunity prohibits discrimination on the basis of race or ethnicity, religion, color, national origin, sex, age, sexual orientation, gender identity/expression, veterans status, status as a qualified person with a disability, or genetic information. Individuals from historically underrepresented groups, such as minorities, women, qualified persons with disabilities, and protected veterans are strongly encouraged to apply. Reasonable accommodations in the application process will be provided to qualified individuals with disabilities."
Software Engineer,"Salt Lake City, UT","Packsize
3.5","Software Engineer

Salt Lake City, UT, USA

Why Packsize?

www.packsize.com

Ever wonder why the products you order arrive in an oversized box filled with air pillows? Packsize ensures that every product can ship in the smallest box possible. Our custom packaging solutions save time, money, and the environment.

We face interesting challenges every day, and not just with boxes! We are a technology company that understands the importance of being at the front of new and innovative technologies to solve those challenges. Our software drives measurable differences in our customers success. Our solutions are industry leading and used at both small and very large enterprises around the world.

What Engineering Does

We work in a Lean-Kanban environment (without ceremonies) as cross-functional teams who develop new products, services, and features of the Packsize platform for our on-demand box making machines, integration with other systems, optimizing complex workflows, and more. We are highly collaborative with Product Managers, UX, senior management, stakeholders, and our customers. We are continuously looking at the health of our engineering culture and how we can learn and improve. We also investigate new technologies and how we will leverage them to solve problems in new and better ways including IoT, cloud, and stream analytics.

Your Experience

As a Software Engineer at Packsize, you will collaborate on a cross-functional team to help them deliver world-class experiences and value for your customers. You will help drive the direction of the product with a continuous evaluation of the existing systems. You will engage in data-driven decisions and validation of assumptions, architectural decisions, and other technical activities.

We have been using C#, RabbitMQ, and MongoDB and are actively pursuing React, NodeJS, CosmosDB, Azure or AWS technologies. We are empowered to will learn the problems of our customers and determine the best technical solutions for our platform. We are not

concerned if you havent worked with our tech stack as we have a greater preference for these attributes:
You are strong, proactive, and driven to deliver valuable, world-class experiences to your customers.
You understand collaboration across teams is essential to success. We win or lose as a team.
You focus on results over process.
You value and take responsibility for the quality of features and code.
You are an excellent communicator. You welcome honest and candid feedback.
You love to learn and to solve hard problems!
Job Snapshot
Employment type

Full-time
Background

Bachelor's degree in Computer Science, Engineering or related field, or equivalent training, fellowship, or work experience.
Location

Salt Lake City, UT, USA

About Packsize:


Founded in 2002 and headquartered in Salt Lake City, Packsize is the worlds leading provider of lean packaging systems for businesses with corrugated packaging needs. Consistently recognized by Inc. 5000, ranked by Deloittes Technology Fast 500, and named one of America's Most Promising Companies by Forbes, Packsize delivers Smarter Packaging for a Healthy Planet® through On Demand Packaging®.

Packsize is an Equal Opportunity employer and is committed to diversity in its workforce. In compliance with applicable federal and state laws, Packsize policy of equal employment opportunity prohibits discrimination on the basis of race or ethnicity, religion, color, national origin, sex, age, sexual orientation, gender identity/expression, veterans status, status as a qualified person with a disability, or genetic information. Individuals from historically underrepresented groups, such as minorities, women, qualified persons with disabilities, and protected veterans are strongly encouraged to apply. Reasonable accommodations in the application process will be provided to qualified individuals with disabilities."
Software Engineer,"Salt Lake City, UT","Packsize
3.5","Software Engineer

Salt Lake City, UT, USA

Why Packsize?

www.packsize.com

Ever wonder why the products you order arrive in an oversized box filled with air pillows? Packsize ensures that every product can ship in the smallest box possible. Our custom packaging solutions save time, money, and the environment.

We face interesting challenges every day, and not just with boxes! We are a technology company that understands the importance of being at the front of new and innovative technologies to solve those challenges. Our software drives measurable differences in our customers success. Our solutions are industry leading and used at both small and very large enterprises around the world.

What Engineering Does

We work in a Lean-Kanban environment (without ceremonies) as cross-functional teams who develop new products, services, and features of the Packsize platform for our on-demand box making machines, integration with other systems, optimizing complex workflows, and more. We are highly collaborative with Product Managers, UX, senior management, stakeholders, and our customers. We are continuously looking at the health of our engineering culture and how we can learn and improve. We also investigate new technologies and how we will leverage them to solve problems in new and better ways including IoT, cloud, and stream analytics.

Your Experience

As a Software Engineer at Packsize, you will collaborate on a cross-functional team to help them deliver world-class experiences and value for your customers. You will help drive the direction of the product with a continuous evaluation of the existing systems. You will engage in data-driven decisions and validation of assumptions, architectural decisions, and other technical activities.

We have been using C#, RabbitMQ, and MongoDB and are actively pursuing React, NodeJS, CosmosDB, Azure or AWS technologies. We are empowered to will learn the problems of our customers and determine the best technical solutions for our platform. We are not

concerned if you havent worked with our tech stack as we have a greater preference for these attributes:
You are strong, proactive, and driven to deliver valuable, world-class experiences to your customers.
You understand collaboration across teams is essential to success. We win or lose as a team.
You focus on results over process.
You value and take responsibility for the quality of features and code.
You are an excellent communicator. You welcome honest and candid feedback.
You love to learn and to solve hard problems!
Job Snapshot
Employment type

Full-time
Background

Bachelor's degree in Computer Science, Engineering or related field, or equivalent training, fellowship, or work experience.
Location

Salt Lake City, UT, USA

About Packsize:


Founded in 2002 and headquartered in Salt Lake City, Packsize is the worlds leading provider of lean packaging systems for businesses with corrugated packaging needs. Consistently recognized by Inc. 5000, ranked by Deloittes Technology Fast 500, and named one of America's Most Promising Companies by Forbes, Packsize delivers Smarter Packaging for a Healthy Planet® through On Demand Packaging®.

Packsize is an Equal Opportunity employer and is committed to diversity in its workforce. In compliance with applicable federal and state laws, Packsize policy of equal employment opportunity prohibits discrimination on the basis of race or ethnicity, religion, color, national origin, sex, age, sexual orientation, gender identity/expression, veterans status, status as a qualified person with a disability, or genetic information. Individuals from historically underrepresented groups, such as minorities, women, qualified persons with disabilities, and protected veterans are strongly encouraged to apply. Reasonable accommodations in the application process will be provided to qualified individuals with disabilities."
Software Developer,"Fremont, CA","Exxact Corporation
4.4","Exxact Corporation is looking for a senior level Software Developer to maintain, design, develop, customize, test, deploy, and support all internal applications from 3rd party to custom in-house applications, including ERP, CRM, quoting, production, RMA, EDI, and eCommerce applications.

Job Responsibilities:
Play a key role in team leadership to ensure projects remain on schedule and all target requirements are met
Responsible for building large scalable software infrastructure
Handles all internal and 3rd party applications, writing custom code, and building on top of 3rd party applications
Manage connections between applications through iPaaS middleware such as Celigo, Dell Boomi, and Muv or via custom solutions
Job Requirements:


Experience with Agile framework, Jira project tracking, Git, and software development processes
Broad software/application development skills
Expert with Javascript
Working knowledge of Node.js, Gulp.js – used in Netsuite/Suitecommerce development environment
Working knowledge / familiarity with PHP – used in custom applications
Additional skills/knowledge: CSS, HTML, Bootstrap, XML, RESTful API
Nice To Have Skills:


Netsuite ERP experience (SuiteScript) is a plus
Netsuite SuiteCommerce experience is a plus
AWS knowledge / experience is a plus"
